일자,코스피,음식료품,섬유의복,종이목재,화학,의약품,비금속광물,철강금속,기계,전기전자,의료정밀,운수장비,유통업,전기가스업,건설업,운수창고업,통신업,금융업,증권,보험,서비스업,제조업
2023/07/31,2632.58,3288.02,315.9,509.65,5613.36,12833.52,4058.77,7221.62,1193.77,27969.86,1712.75,2245.92,379.25,627.4,73.16,1548.51,342.35,356.39,1750.24,15487.12,1137.7,7209.06
2023/07/28,2608.32,3255.13,311.16,497.5,5410.33,12859.93,3932.17,7003.75,1174.68,28019.42,1644.23,2231.29,366.47,629.69,71.64,1562.15,342.63,353.73,1734.76,15419.37,1105.25,7159.73
2023/07/27,2603.81,3287.71,311.96,474.1,5411.71,12930.35,3887.73,6772.89,1150.39,28079.77,1660.47,2208.72,354.22,631.87,71.2,1552.13,345.5,356.33,1740.46,15476.8,1105.1,7145.64
2023/07/26,2592.36,3173.75,300.35,483.3,5665.15,12179.04,3830.66,7042.04,1163.53,28028.98,1571.26,2231.38,362.59,619.89,70.04,1532.14,336.36,346.72,1688.48,15069.19,1061.58,7165.5
2023/07/25,2636.46,3259.71,306.96,470.32,5777.04,12374.22,3929.25,7427.82,1231.82,28399.26,1659.16,2289.51,359.14,630.42,73.05,1538.18,338.85,349.13,1718.67,15282.87,1085.94,7305.9
2023/07/24,2628.53,3305.0,309.33,467.97,5716.87,12572.6,3927.99,7161.71,1196.94,28357.53,1612.14,2262.62,353.28,632.33,73.32,1599.23,343.4,347.52,1707.92,15093.25,1099.41,7268.18
2023/07/21,2609.76,3368.63,319.24,449.4,5604.11,12779.41,3964.68,6487.29,1192.58,27929.73,1665.68,2286.74,341.54,650.22,74.19,1652.26,345.29,352.51,1732.62,15291.55,1115.3,7169.14
2023/07/20,2600.23,3340.32,322.38,451.73,5550.84,12528.16,3979.72,6096.2,1210.05,27983.42,1670.83,2289.19,338.36,658.38,74.02,1691.4,341.28,350.32,1738.53,15135.85,1116.29,7138.5
2023/07/19,2608.24,3350.26,321.96,448.62,5549.53,12548.66,3950.58,6088.99,1203.44,28226.24,1644.45,2317.05,336.73,655.36,74.23,1647.06,340.91,349.19,1737.23,15229.73,1113.48,7182.08
2023/07/18,2607.62,3371.7,339.1,446.22,5559.05,12391.65,3966.68,6029.75,1208.88,28193.64,1650.93,2303.94,338.64,654.48,74.64,1653.11,342.87,349.51,1745.27,15274.71,1123.7,7168.11
2023/07/17,2619.0,3380.93,343.05,445.88,5512.02,12567.57,4039.39,5970.26,1229.58,28216.04,1680.11,2336.64,341.63,650.67,77.64,1685.6,345.53,352.61,1762.84,15394.15,1131.57,7185.25
2023/07/14,2628.3,3422.76,347.46,438.72,5510.77,12705.19,3970.04,5780.76,1234.99,28328.78,1683.2,2381.13,341.86,663.52,74.94,1698.82,349.0,355.19,1768.72,15670.08,1125.15,7214.26
2023/07/13,2591.23,3403.7,346.54,430.91,5447.77,12674.06,3961.6,5646.16,1244.16,27834.37,1699.68,2346.58,337.75,669.65,74.91,1676.69,347.69,348.68,1725.93,15323.46,1110.15,7111.97
2023/07/12,2574.72,3383.07,349.47,424.06,5394.19,12418.23,3948.52,5520.1,1216.54,27723.54,1669.1,2337.23,335.29,649.48,74.47,1673.74,345.22,348.49,1700.81,15592.14,1105.21,7059.6
2023/07/11,2562.49,3377.41,342.04,417.9,5379.02,12213.08,3948.32,5319.04,1219.35,27713.93,1651.21,2338.17,332.48,641.41,74.58,1641.76,340.25,347.18,1706.34,15686.35,1093.73,7034.47
2023/07/10,2520.7,3350.02,338.78,412.81,5295.86,12070.33,3913.9,5327.34,1175.94,27177.03,1647.73,2296.94,329.04,636.12,73.43,1636.26,336.32,342.12,1696.16,15454.57,1073.67,6913.46
2023/07/07,2526.71,3363.73,339.37,413.92,5297.34,12184.21,3899.61,5315.34,1161.5,27455.64,1663.51,2289.38,329.3,635.32,70.58,1637.74,334.86,336.8,1696.05,14757.44,1080.35,6953.23
2023/07/06,2556.29,3369.3,345.55,413.31,5315.59,12597.53,3940.55,5309.95,1158.77,27865.37,1675.95,2299.7,331.5,648.96,71.53,1663.56,339.0,339.98,1719.82,14824.57,1092.64,7037.29
2023/07/05,2579.0,3407.35,351.41,416.26,5396.79,12700.92,4006.28,5404.13,1176.8,28128.19,1717.82,2290.65,336.6,659.04,75.09,1677.23,342.78,345.03,1731.23,14958.36,1081.33,7101.55
2023/07/04,2593.31,3428.54,360.87,412.8,5369.77,12608.62,4035.71,5416.99,1177.83,28361.98,1729.33,2291.9,334.92,669.96,76.75,1678.0,346.32,348.21,1750.31,15039.32,1097.74,7131.03
2023/07/03,2602.47,3462.76,363.44,413.32,5419.43,12656.04,4092.92,5450.02,1181.49,28375.98,1722.07,2273.0,335.47,670.39,77.49,1673.5,350.19,352.65,1761.78,15342.65,1108.48,7141.09
2023/06/30,2564.28,3395.55,368.63,411.95,5310.95,12682.1,4077.22,5328.57,1176.68,27804.37,1667.43,2262.88,334.23,667.85,76.18,1662.15,350.89,348.08,1741.7,15198.47,1089.43,7028.33
2023/06/29,2550.02,3370.48,367.36,410.15,5257.51,12681.77,4078.24,5302.75,1158.36,27784.2,1668.29,2219.03,329.86,652.18,75.76,1641.9,349.41,345.25,1719.41,15063.68,1087.11,6994.87
2023/06/28,2564.19,3452.78,370.39,416.81,5334.59,12642.36,4199.32,5348.24,1166.62,27721.88,1706.1,2235.69,334.11,647.17,77.78,1661.72,359.48,350.5,1743.99,15138.86,1096.5,7013.15
2023/06/27,2581.39,3494.16,370.15,418.3,5493.51,12666.3,4147.21,5473.46,1168.89,27903.02,1721.87,2242.0,333.49,653.39,78.8,1646.83,358.87,350.2,1743.32,14983.34,1102.21,7076.59
2023/06/26,2582.2,3507.64,369.43,413.91,5534.84,13039.06,4088.36,5420.33,1159.91,27931.19,1757.2,2207.12,332.04,628.58,79.42,1627.4,357.82,349.1,1754.23,14932.31,1110.06,7084.8
2023/06/23,2570.1,3478.0,371.66,414.5,5605.01,12877.8,4035.25,5341.58,1164.56,27764.87,1755.86,2185.57,328.64,609.23,78.0,1619.55,357.68,348.05,1725.37,14754.67,1108.7,7051.41
2023/06/22,2593.7,3552.99,379.42,416.77,5693.29,12963.93,4079.51,5398.91,1172.93,27806.97,1770.3,2215.14,335.42,616.82,80.34,1636.76,358.93,354.91,1759.91,15135.91,1123.77,7095.02
2023/06/21,2582.63,3560.08,380.38,413.6,5679.16,12925.57,4051.63,5306.33,1192.68,27592.57,1774.71,2226.52,334.76,618.76,80.36,1638.76,357.17,353.27,1761.72,14931.41,1120.28,7061.56
2023/06/20,2604.91,3581.93,388.7,413.99,5775.94,13104.66,4028.7,5372.75,1207.95,27867.25,1843.63,2193.57,336.9,625.1,80.64,1673.29,357.96,354.67,1750.02,14726.06,1138.81,7121.43
2023/06/19,2609.5,3610.61,389.5,414.21,5816.16,13193.15,4044.63,5448.13,1209.95,27859.38,1808.58,2180.83,337.72,627.69,81.61,1661.83,356.46,356.54,1754.69,14918.61,1139.87,7131.43
2023/06/16,2625.79,3714.77,388.32,414.27,5766.84,13231.7,4026.42,5438.61,1198.52,28310.01,1837.6,2154.58,336.8,627.86,78.75,1670.42,357.27,358.68,1765.04,15088.68,1149.6,7181.86
2023/06/15,2608.54,3690.16,376.76,407.8,5713.14,13205.3,3969.8,5385.58,1176.94,28172.52,1862.31,2137.04,332.99,620.29,77.57,1636.56,360.38,356.65,1773.93,15116.98,1143.91,7135.82
2023/06/14,2619.08,3692.76,378.16,409.86,5724.59,13343.47,4023.72,5422.0,1175.95,28277.8,1869.64,2138.15,335.04,623.59,78.54,1627.62,363.36,358.5,1777.66,15096.73,1150.48,7161.76
2023/06/13,2637.95,3698.23,386.72,412.79,5796.05,13414.04,4111.9,5402.69,1179.71,28565.69,1889.49,2122.23,335.55,636.45,79.77,1624.07,366.37,360.76,1790.62,15213.57,1160.65,7214.97
2023/06/12,2629.35,3710.91,386.39,411.54,5813.07,13512.86,4121.32,5418.16,1171.1,28266.76,1898.0,2121.08,336.82,636.19,79.28,1597.18,366.12,362.89,1785.54,15531.28,1159.48,7178.16
2023/06/09,2641.16,3729.66,387.76,415.58,5831.0,13617.54,4136.48,5409.73,1184.47,28440.61,1918.87,2126.43,338.88,640.16,79.69,1612.79,364.77,364.74,1808.41,15585.46,1154.87,7215.66
2023/06/08,2610.85,3743.27,386.11,400.54,5763.19,13478.69,4134.33,5367.58,1158.42,27867.53,1923.02,2117.95,339.48,646.13,79.42,1607.95,367.14,364.17,1797.48,15795.78,1147.33,7105.79
2023/06/07,2615.6,3751.34,387.65,401.87,5779.0,13527.88,4134.42,5359.9,1145.39,27966.0,1918.8,2117.59,335.79,645.74,79.15,1582.92,367.94,364.52,1796.21,15576.78,1157.87,7122.0
2023/06/05,2615.41,3733.13,388.51,401.56,5666.33,13578.28,4125.14,5351.51,1142.99,28016.37,1931.53,2170.53,333.62,653.74,79.08,1551.51,367.87,363.38,1796.47,15461.43,1156.72,7130.89
2023/06/02,2601.36,3700.33,387.27,407.75,5602.09,13600.11,4078.79,5247.74,1106.17,28058.9,1951.96,2136.49,329.79,647.94,77.66,1526.57,364.8,359.73,1791.12,15300.82,1153.89,7101.73
2023/06/01,2569.17,3675.7,379.13,404.27,5470.04,13662.66,4046.82,5094.4,1087.01,27650.32,1975.35,2110.29,327.11,649.87,77.09,1530.62,365.09,355.0,1759.14,15056.11,1149.6,7000.51
2023/05/31,2577.12,3678.93,381.25,399.5,5457.66,13490.29,4051.81,5087.27,1084.06,27825.0,1889.75,2130.21,330.0,639.62,77.45,1545.56,371.37,357.24,1779.48,15046.4,1142.66,7022.31
2023/05/30,2585.52,3687.46,386.78,396.08,5512.63,13459.88,4070.4,5103.02,1086.84,27898.54,1875.42,2136.13,331.69,624.41,78.28,1532.19,374.43,358.71,1775.18,15107.05,1149.49,7044.67
2023/05/26,2558.81,3718.85,391.79,396.09,5516.82,13451.62,4083.16,5103.4,1085.09,27211.56,1886.33,2160.11,329.19,624.14,78.09,1522.26,369.68,357.13,1757.59,15396.12,1146.22,6955.78
2023/05/25,2554.69,3761.57,387.83,400.76,5577.19,13477.24,4125.3,5156.92,1100.61,26825.25,1887.69,2161.32,331.21,625.19,79.6,1552.11,370.0,358.96,1769.19,15590.08,1157.49,6918.66
2023/05/24,2567.45,3786.72,392.75,404.55,5636.72,13743.66,4164.78,5239.41,1100.63,26690.59,1929.53,2201.02,335.39,630.82,80.66,1577.21,371.48,362.53,1789.5,15713.48,1163.69,6941.41
2023/05/23,2567.55,3724.29,399.38,402.95,5656.17,13771.51,4149.88,5281.6,1100.49,26583.29,1958.78,2189.43,335.14,633.2,79.77,1585.33,371.5,361.91,1770.47,15547.73,1187.6,6927.23
2023/05/22,2557.08,3721.94,395.59,401.37,5582.76,13640.2,4111.05,5223.26,1096.37,26443.78,1964.49,2192.66,337.39,627.81,79.53,1589.17,370.8,361.14,1761.05,15432.3,1190.9,6886.26
2023/05/19,2537.79,3694.4,399.12,397.04,5538.77,13452.1,4083.3,5162.63,1079.79,26287.49,1958.77,2159.72,335.2,624.11,77.63,1549.43,371.67,358.98,1739.24,15408.5,1190.06,6829.65
2023/05/18,2515.4,3717.48,399.9,391.03,5574.34,13406.44,4078.81,5231.49,1059.19,25806.41,1956.51,2166.76,333.69,618.95,76.43,1541.17,370.27,356.37,1729.28,15224.17,1176.97,6767.05
2023/05/17,2494.66,3737.83,400.94,390.47,5549.44,13495.0,4033.16,5173.12,1039.29,25456.38,1922.82,2137.38,330.37,624.05,75.87,1539.67,367.32,353.85,1722.66,15236.56,1179.82,6698.78
2023/05/16,2480.24,3796.26,397.87,384.56,5481.69,13431.27,4017.04,5186.95,1046.69,25244.41,1909.5,2121.5,329.68,632.35,76.46,1546.51,368.58,354.51,1712.24,15245.16,1160.8,6652.44
2023/05/15,2479.35,3746.17,404.45,381.84,5506.66,13431.78,4026.65,5193.33,1038.17,24990.12,1912.44,2162.36,331.1,648.94,77.11,1560.7,375.98,355.11,1725.5,15261.44,1169.7,6632.43
2023/05/12,2475.42,3740.03,403.45,382.18,5476.4,13337.8,4039.28,5167.87,1034.11,24924.67,1934.33,2158.61,330.24,661.11,77.25,1578.54,374.59,354.93,1722.49,15351.88,1176.4,6610.79
2023/05/11,2491.0,3779.87,408.08,399.02,5543.24,13407.73,4083.2,5205.93,1046.77,25015.27,1963.73,2175.36,333.42,656.06,78.57,1589.71,373.53,359.46,1715.43,15762.76,1173.66,6651.76
2023/05/10,2496.51,3813.46,407.56,398.76,5550.42,13430.69,4082.63,5207.92,1035.86,25225.25,2019.14,2165.99,334.66,654.34,77.76,1578.57,371.89,356.93,1707.92,15734.63,1177.64,6680.54
2023/05/09,2510.06,3819.02,408.68,398.64,5611.48,13608.67,4134.74,5285.97,1048.5,25401.26,2004.38,2134.04,334.27,653.72,78.53,1590.71,367.08,358.83,1706.11,15577.39,1185.65,6719.98
2023/05/08,2513.21,3839.59,412.15,400.44,5635.37,13408.26,4162.42,5253.84,1047.97,25567.07,2028.66,2118.89,335.61,649.47,78.98,1597.62,364.39,358.78,1707.94,15638.99,1181.75,6733.74
2023/05/04,2500.94,3742.81,417.77,397.57,5634.6,13565.58,4162.59,5347.42,1055.4,25460.56,2066.96,2090.48,333.66,649.93,77.04,1593.88,361.2,353.66,1675.45,15399.63,1168.76,6718.91
2023/05/03,2501.4,3767.06,415.1,397.51,5619.16,13109.42,4247.28,5373.34,1044.56,25614.31,2007.33,2109.14,333.42,645.52,76.38,1592.08,360.3,353.51,1675.62,15474.68,1163.05,6727.14
2023/05/02,2524.39,3748.27,414.77,397.36,5761.76,13079.18,4168.16,5419.91,1051.39,25922.22,2038.76,2127.93,335.18,654.89,77.14,1601.8,363.22,355.28,1688.04,15522.43,1164.73,6801.76
2023/04/28,2501.53,3728.94,406.74,398.39,5682.98,13191.88,4104.91,5328.14,1053.88,25687.19,1976.48,2087.96,330.07,646.91,77.74,1596.55,357.54,353.45,1694.45,15479.14,1150.93,6738.24
2023/04/27,2495.81,3723.76,400.71,397.75,5706.14,13194.07,4145.5,5446.24,1069.6,25573.66,1996.9,2124.08,326.6,641.92,77.08,1580.46,356.06,349.73,1663.06,15235.28,1131.45,6749.13
2023/04/26,2484.83,3741.98,402.88,398.42,5668.9,13281.97,4084.88,5316.29,1055.63,25238.67,2022.82,2121.93,326.81,649.93,77.09,1597.89,358.18,352.13,1685.85,15397.72,1140.68,6688.82
2023/04/25,2489.02,3687.73,402.25,393.71,5721.19,13274.24,4221.0,5407.28,1078.05,24977.69,1968.43,2166.66,327.11,677.82,77.29,1636.22,357.78,354.59,1697.51,15587.23,1138.76,6689.36
2023/04/24,2523.5,3714.33,401.88,396.28,5869.15,13437.74,4378.52,5580.44,1081.14,25562.39,2018.45,2113.87,330.21,716.46,77.59,1656.99,357.15,353.9,1708.09,15145.85,1153.36,6801.29
2023/04/21,2544.4,3741.07,398.71,402.27,5910.98,13412.66,4530.74,5624.07,1082.5,25808.31,2048.79,2090.46,331.6,780.54,79.17,1691.17,363.96,357.79,1740.31,15214.3,1161.92,6844.0
2023/04/20,2563.11,3766.81,413.31,402.97,6069.1,13410.8,4797.73,5764.62,1080.61,25804.82,2159.27,2105.55,335.95,778.03,77.46,1709.34,364.42,360.3,1752.82,15317.56,1169.38,6897.11
2023/04/19,2575.08,3747.71,420.19,403.85,6102.8,13539.29,4863.91,5829.94,1085.48,25969.32,2068.66,2109.37,339.01,775.53,78.03,1707.12,365.02,359.6,1762.7,15046.54,1173.98,6938.54
2023/04/18,2571.09,3695.92,423.92,378.32,6179.32,13649.63,4564.54,5802.28,1077.24,26045.75,2069.87,2070.64,336.67,768.01,77.41,1696.39,365.07,357.28,1756.14,14885.71,1177.83,6933.57
2023/04/17,2575.91,3674.51,413.24,382.06,6115.44,13926.81,4581.59,5876.08,1098.37,25998.13,2068.15,2097.44,336.06,783.28,78.43,1686.48,364.35,356.24,1749.21,14667.34,1193.01,6943.91
2023/04/14,2571.49,3680.03,409.5,375.84,6099.64,14064.03,4195.69,5762.81,1065.02,26044.9,2103.89,2094.74,334.39,777.15,77.66,1663.73,364.34,358.29,1752.54,14660.98,1197.66,6923.17
2023/04/13,2561.66,3680.73,409.57,375.35,6045.75,14082.61,3826.35,5502.95,1051.94,26301.3,2071.79,2105.42,328.92,770.4,76.22,1657.9,363.55,353.36,1742.31,14556.07,1182.55,6921.15
2023/04/12,2550.64,3653.33,407.92,371.24,5999.2,13798.11,3836.85,5627.89,1045.09,26217.1,2104.58,2096.28,329.41,774.23,76.58,1646.94,361.82,351.82,1725.51,14434.19,1172.05,6892.31
2023/04/11,2547.86,3653.64,409.35,367.19,6164.78,13731.98,3890.23,5529.47,1005.41,26383.03,2031.44,2041.83,327.13,758.88,75.27,1633.88,362.11,347.02,1707.95,14231.48,1167.44,6907.63
2023/04/10,2512.08,3632.14,399.6,362.14,5990.8,13476.36,3834.48,5494.17,984.95,26148.98,2006.26,1986.27,324.33,756.9,74.34,1611.04,359.57,343.44,1671.41,13957.41,1145.37,6806.16
2023/04/07,2490.41,3673.61,398.17,368.04,5835.89,13337.04,3773.76,5244.79,984.87,25820.17,2013.4,1978.36,324.42,758.93,75.35,1615.83,359.32,345.46,1677.87,13933.1,1150.15,6712.05
2023/04/06,2459.23,3699.48,397.66,368.29,5753.45,13394.51,3754.49,5199.78,992.68,25111.43,1990.81,1986.98,326.31,760.72,74.75,1618.39,361.25,342.42,1646.09,14014.37,1145.29,6604.54
2023/04/05,2495.21,3706.15,406.49,371.4,5826.44,13235.3,3742.87,5295.61,1001.27,25672.96,2046.76,2006.13,329.6,758.2,74.97,1647.94,361.09,348.04,1678.08,14212.98,1163.5,6703.45
2023/04/04,2480.51,3731.5,411.58,376.05,5814.1,13190.07,3676.97,5260.86,1008.93,25325.73,1984.86,1982.51,329.66,759.66,75.74,1652.78,359.28,348.26,1672.39,14261.37,1170.55,6640.57
2023/04/03,2472.34,3705.02,406.15,367.03,5798.68,12779.36,3711.07,5462.91,995.34,25410.69,1958.25,1974.49,328.66,755.65,75.61,1650.67,354.88,344.84,1664.03,14217.74,1151.57,6637.73
2023/03/31,2476.86,3703.65,402.3,362.71,5776.4,12879.38,3551.47,5257.95,1001.36,25579.32,1984.92,1969.95,328.5,757.89,73.95,1663.97,355.95,346.35,1665.97,14351.42,1161.98,6642.37
2023/03/30,2453.16,3650.11,399.79,360.75,5728.98,12795.4,3432.22,5009.92,984.42,25379.81,1930.17,1941.18,326.69,779.8,73.92,1662.3,352.27,344.15,1657.77,14344.42,1150.75,6567.99
2023/03/29,2443.92,3660.6,397.3,356.53,5658.77,12868.13,3461.84,5021.5,981.37,25206.09,1874.9,1934.48,325.62,774.0,72.81,1645.9,357.4,344.52,1655.52,14409.28,1150.76,6534.93
2023/03/28,2434.94,3635.22,399.03,344.98,5594.48,12952.6,3452.19,5007.28,964.79,25181.25,1873.67,1908.13,323.53,767.89,72.46,1632.54,359.05,343.4,1645.48,14160.32,1149.77,6509.46
2023/03/27,2409.22,3587.07,392.26,341.17,5546.69,13075.32,3432.76,4899.52,943.92,24871.25,1865.58,1878.23,320.78,764.76,71.87,1604.05,359.36,338.45,1631.93,14037.45,1141.69,6440.94
2023/03/24,2414.96,3580.7,390.05,340.79,5478.2,12965.13,3396.79,4811.38,948.82,25036.48,1876.91,1888.71,321.65,752.19,72.57,1622.71,358.84,340.89,1645.1,14108.94,1151.48,6446.09
2023/03/23,2424.48,3573.58,385.34,341.47,5539.16,12994.32,3384.37,4896.34,933.62,24982.5,1846.9,1914.73,322.69,750.56,72.59,1622.13,357.51,346.35,1661.67,14452.3,1156.26,6459.98
2023/03/22,2416.96,3594.75,387.9,343.95,5487.29,13168.35,3329.82,4890.09,946.44,24653.34,1879.48,1915.71,323.47,748.67,73.86,1622.88,361.75,347.58,1672.23,14578.37,1168.63,6415.29
2023/03/21,2388.35,3611.02,390.29,345.64,5412.78,13178.23,3286.17,4796.63,948.7,24105.96,1870.4,1905.23,324.43,749.28,74.2,1630.86,363.35,346.8,1670.75,14441.86,1151.29,6318.58
2023/03/20,2379.2,3588.32,387.08,344.25,5358.83,13237.08,3249.28,4762.95,951.13,24081.04,1849.88,1887.96,322.01,760.96,74.91,1619.29,358.04,344.8,1668.13,14341.81,1144.15,6298.62
2023/03/17,2395.69,3601.89,384.71,340.62,5371.72,13155.64,3301.28,4762.52,950.0,24444.83,1875.34,1908.66,322.71,753.16,74.78,1630.3,351.92,347.32,1665.72,14670.94,1137.59,6358.51
2023/03/16,2377.91,3569.14,383.34,337.9,5448.95,12817.08,3448.62,4782.09,946.42,24221.83,1815.78,1887.87,319.63,730.43,74.49,1608.1,353.29,344.55,1650.97,14592.07,1122.03,6319.48
2023/03/15,2379.72,3589.26,390.13,340.06,5472.14,12743.59,3196.03,4838.01,957.1,24096.86,1799.85,1908.88,322.7,730.86,75.61,1614.13,356.22,348.89,1661.01,14982.99,1121.91,6306.15
2023/03/14,2348.97,3528.2,391.14,335.74,5419.49,12659.51,3152.83,4704.44,927.36,23759.94,1754.14,1855.86,321.28,726.68,73.26,1612.05,349.87,345.73,1657.51,14871.62,1118.38,6209.35
2023/03/13,2410.6,3595.01,404.66,344.25,5560.31,12891.35,3260.01,4863.21,974.29,24321.79,1835.77,1912.95,329.18,738.66,75.33,1656.18,351.42,356.39,1728.4,15203.76,1151.82,6368.11
2023/03/10,2394.59,3609.28,408.13,347.4,5525.29,12895.74,3257.01,4803.76,978.21,24058.55,1845.32,1899.06,330.21,742.75,76.16,1655.04,352.49,354.4,1713.87,15115.81,1140.08,6319.51
2023/03/09,2419.09,3655.74,414.78,355.84,5567.76,13002.62,3318.6,4855.28,996.91,24275.19,1895.29,1919.79,333.06,744.28,76.92,1678.64,359.75,357.91,1734.85,15132.36,1155.01,6381.37
2023/03/08,2431.91,3668.96,413.11,357.99,5651.64,12981.74,3415.48,4922.18,985.63,24532.23,1912.14,1914.3,333.47,748.11,75.61,1689.39,354.92,357.35,1722.0,14892.19,1152.64,6434.21
2023/03/07,2463.35,3680.08,411.1,358.57,5802.03,13217.37,3403.14,5046.5,982.16,24797.56,1940.65,1923.13,334.4,755.1,76.23,1702.37,360.72,361.17,1737.91,15088.66,1180.64,6515.46
2023/03/06,2462.62,3662.13,415.67,355.14,5726.37,13167.92,3166.96,4991.96,981.45,24802.14,1920.69,1943.73,335.89,757.12,75.81,1727.95,354.59,361.64,1757.34,15127.81,1200.11,6495.51
2023/03/03,2432.07,3676.25,412.88,353.76,5657.17,13033.08,3123.5,5060.48,973.51,24267.81,1954.41,1936.13,334.9,754.65,76.02,1735.41,351.75,360.09,1748.06,15054.82,1174.41,6403.23
2023/03/02,2427.85,3675.54,414.13,352.86,5553.75,12707.39,3021.67,5082.85,974.87,24244.13,1956.75,1946.03,335.05,757.78,76.16,1743.21,350.19,363.81,1783.12,15415.91,1178.63,6371.07
2023/02/28,2412.85,3677.03,404.58,350.91,5443.76,12759.6,3042.07,4877.56,952.43,24094.8,1924.97,1912.78,331.56,762.45,75.37,1715.6,350.62,366.43,1801.88,15413.46,1185.15,6307.1
2023/02/27,2402.64,3705.49,408.1,348.42,5396.75,12740.56,3023.88,4926.22,956.44,23927.13,1946.49,1911.98,333.14,765.0,76.42,1730.94,346.22,362.92,1773.65,15389.0,1180.49,6280.16
2023/02/24,2423.61,3737.3,413.19,351.38,5459.38,12980.11,2989.36,4918.13,962.42,24172.3,1953.89,1932.81,337.54,777.74,77.9,1739.17,349.71,364.11,1789.97,15214.1,1184.86,6343.13
2023/02/23,2439.09,3753.07,410.57,353.77,5488.52,13041.84,3016.89,5036.37,963.82,24381.93,2001.38,1943.99,338.93,772.33,79.59,1728.03,353.78,362.72,1783.62,15070.77,1201.65,6392.9
2023/02/22,2417.68,3682.24,412.25,354.31,5475.81,13034.81,3036.2,5082.52,962.91,24064.54,2042.13,1919.53,338.49,770.35,78.79,1692.43,356.97,358.48,1764.85,14599.29,1190.29,6338.41
2023/02/21,2458.96,3729.57,418.59,356.7,5591.41,13304.34,3102.62,5214.38,964.53,24515.99,2102.09,1949.23,341.78,776.77,80.61,1712.63,357.38,364.11,1818.86,14527.82,1207.59,6456.15
2023/02/20,2455.12,3722.7,424.49,355.25,5491.65,13412.28,3026.31,5122.38,956.21,24636.27,2197.79,1931.78,342.26,778.8,77.86,1701.94,357.65,362.26,1794.49,14468.79,1215.01,6446.11
2023/02/17,2451.21,3718.18,420.73,355.3,5532.3,13249.05,3079.47,4959.98,951.56,24743.0,2172.58,1936.82,341.22,774.15,77.54,1716.46,354.96,359.99,1797.7,14554.78,1198.55,6452.32
2023/02/16,2475.48,3736.23,421.61,356.43,5593.44,13425.19,3129.31,4873.13,944.95,25230.52,2206.36,1942.48,341.76,773.2,76.83,1710.12,355.17,358.83,1808.71,14538.18,1217.48,6536.63
2023/02/15,2427.9,3734.06,414.49,355.24,5417.64,13244.01,3076.51,4829.75,933.15,24579.04,2157.79,1889.66,335.0,771.32,75.9,1697.02,365.87,356.38,1773.15,14493.09,1198.15,6382.93
2023/02/14,2465.64,3777.18,422.74,357.15,5512.26,13477.47,3083.88,4671.7,955.22,24901.92,2178.94,1917.61,339.46,798.15,77.59,1718.96,371.6,365.67,1806.79,14489.31,1226.39,6461.55
2023/02/13,2452.7,3784.06,419.61,355.02,5503.79,13480.97,3079.34,4635.75,950.03,24641.37,2170.96,1896.69,338.9,801.78,77.49,1703.66,371.39,368.54,1796.54,14458.2,1213.98,6412.99
2023/02/10,2469.73,3770.29,423.55,356.84,5509.88,13558.22,3079.13,4606.64,942.41,24933.9,2154.35,1894.32,339.48,798.66,77.56,1714.89,367.56,369.72,1793.52,14489.42,1243.43,6453.34
2023/02/09,2481.52,3736.4,416.58,357.62,5543.76,13766.94,3210.82,4639.53,955.04,25087.61,2181.01,1876.23,339.86,797.37,76.91,1718.24,368.7,367.05,1794.68,14327.58,1265.28,6492.26
2023/02/08,2483.64,3749.84,421.27,358.49,5496.74,13831.35,3051.04,4586.84,950.04,25059.23,2205.05,1873.08,342.14,802.63,77.65,1727.0,367.75,372.85,1807.24,14536.25,1268.14,6474.34
2023/02/07,2451.71,3729.84,420.63,359.11,5509.27,13771.44,3068.79,4568.58,938.88,24557.27,2175.33,1864.76,339.06,792.47,76.68,1723.79,367.81,367.48,1750.02,14372.31,1237.54,6397.43
2023/02/06,2438.19,3745.43,419.79,358.72,5473.76,13717.1,3051.52,4577.22,945.8,24269.03,2168.98,1870.26,339.9,800.0,77.69,1730.05,368.11,367.56,1750.97,14366.75,1220.85,6353.24
2023/02/03,2480.4,3740.58,423.66,355.66,5507.94,13822.84,3067.33,4616.77,960.03,24944.67,2199.6,1892.24,342.16,804.33,79.22,1751.01,369.95,372.51,1786.22,14446.79,1247.72,6471.82
2023/02/02,2468.88,3695.97,421.71,354.83,5514.96,13854.52,3033.3,4641.7,954.55,24906.11,2157.23,1861.99,342.55,805.21,79.39,1753.49,370.98,370.54,1796.27,14475.25,1217.22,6454.07
2023/02/01,2449.8,3733.85,418.36,353.61,5495.17,13741.13,3029.02,4650.77,953.97,24345.42,2140.99,1865.32,345.94,816.92,79.57,1763.78,369.35,375.23,1786.36,14934.67,1201.82,6370.41
2023/01/31,2425.08,3749.78,420.1,353.84,5491.61,13453.55,3033.92,4607.42,955.14,24001.69,2136.59,1832.42,345.13,822.86,80.05,1737.26,373.82,371.21,1735.31,14781.12,1193.37,6296.89
2023/01/30,2450.47,3717.32,413.88,352.96,5467.78,13574.37,2972.74,4670.64,955.26,24462.16,2130.25,1834.84,343.94,831.57,79.76,1755.18,376.38,377.07,1753.05,14749.34,1204.97,6363.08
