종목코드,종목명,매출액 증감율,영업이익 증감율,EPS 증감율,자산비율,부채비율,유동비율,순운전자비율,예상 시가총액,PBR,PSR,ROE,ROA,OPM,시초/공모(%),nsi_5,업황,공모주 시장 동향,유통가능물량비율,기관경쟁률,의무보유확약비율,공모금액,공모밴드비율
282720,금양그린파워,-4.729238185756997,-28.305046133347705,-19.624410571634453,189.71165977789272,89.71165977789273,212.63530414548453,46.91889258729901,121195000000.0,1.9550660331712053,0.7352312295656959,10.704813237925064,5.76572509160342,5.129293184995917,90.0,101.13000000000001,-1.0835531534974605,0.7391304347826086,28.57,1613.16,17.84,20149000000.0,136.05
198940,한주라이트메탈,-7.351803670663528,10.326142007506954,-19.581530407937738,446.4864284746839,346.4864284746839,88.75386184777409,-6.821392918990685,60251026500.0,1.4375800134560117,0.3440416608537024,7.440159871157849,1.7324713956773592,4.457533865599098,32.74,87.76200000000001,-1.1224156403573446,0.7391304347826086,38.5,998.9,3.24,17550000000.0,106.9
425040,티이엠씨,251.7315058153146,363.9248547055184,246.99563568760104,223.1272410651184,123.12724106511838,154.9269278583028,27.25033222143566,309522192000.0,3.2520232947176604,0.9754985124524536,52.384632686580105,23.15120538960962,18.631539548585863,-0.18,87.76200000000001,2.230588237985785,0.7391304347826086,28.43,31.33,5.36,70400000000.0,80.0
417860,오브젠,27.70583051337493,102.27638797747612,101.9534351162489,1074.998201150845,974.998201150845,229.71320741894797,43.84862687460983,69835950000.0,68.74767194691186,2.7240373593639307,8.320940028121928,0.7740422280906054,0.2792787951915422,100.0,84.73800000000001,1.929973437435858,0.7391304347826086,23.64,98.49,1.0,13967000000.0,85.71
254490,미래반도체,59.68599759324032,17.372796711649766,-3.775897784589493,253.93234791512788,153.93234791512788,299.9152679134363,64.4365625998554,86628000000.0,1.6210091200396337,0.16536976652316948,35.44765312161162,13.959487010083226,4.393171286415538,100.0,84.73800000000001,0.05181011563338078,0.7391304347826086,24.93,1576.56,3.66,19080000000.0,106.19
408900,스튜디오미르,81.84398923290208,292.6260158024512,-20.704272292228417,118.98922667400585,18.989226674005852,504.92479805933925,60.79798469484757,100435725000.0,4.836281541774749,3.8383093942307265,11.002673606089921,9.031110223371043,14.03208519087857,100.0,93.75999999999999,-0.841033348659984,0.7391304347826086,24.64,1701.62,15.79,15300000000.0,112.07
419050,삼기이브이,-8.398067606511205,36.67899112879997,5716.959509693286,211.96433919722278,111.9643391972228,205.2041118184148,32.9819518069547,157086754000.0,3.2648435546101715,1.4674532275116612,33.57152778241287,15.838290492428614,9.47940349906003,100.0,94.10600000000001,-0.8260675229886218,0.7391304347826086,27.24,37.51,4.83,49018000000.0,72.61
407400,꿈비,31.011556253372095,-16.199999623748017,-29.07823110256124,196.5194641297349,96.5194641297349,195.87282922800227,27.642695327839746,39694650000.0,4.936573229874332,1.4531123938185213,25.514485979611628,10.822293243479471,7.355347269347827,100.0,94.628,-2.146050454685875,0.7391304347826086,23.93,1547.13,12.01,8000000000.0,117.65
377740,바이오노트,-1.448822567691195,-15.759194110413647,27.133628808380706,117.00293361840124,17.002933618401233,541.7186167050163,35.089448571575055,935604432000.0,0.7352466215011491,1.5033287830902484,53.02225982636348,45.10519580173559,75.53400581415069,10.89,79.372,-0.004712906830893093,0.6,12.24,3.29,8.44,234000000000.0,45.0
204610,티쓰리엔터테인먼트,15.549253990643269,174.55692537952393,692.7920393906676,145.55925313067692,45.55925313067692,296.1152755631534,48.232647231417886,111499178400.0,1.6124178972249779,1.6237843584443383,21.322212118837392,10.040383654046492,13.294900471941984,43.82,80.21600000000001,-1.1681655720622293,0.6,31.58,1744.08,3.85,25500000000.0,106.25
419080,엔젯,202.02634299979528,222.54751295411785,-7405.61135247996,134.74947832254114,34.74947832254115,347.7151793196699,50.348324993696444,105207850000.0,4.981728080592066,10.463316269167246,-143.8829003103007,-104.9538235240476,17.574279615550413,-10.0,81.626,1.2078576747897156,0.6,35.53,42.15,13.65,25200000000.0,73.53
425420,티에프이,31.165531576374,58.434499819278315,93.20480698160495,184.2156260794364,84.2156260794364,196.50196033779366,29.270060423346226,119500500000.0,3.998918135273416,1.6609994151388945,32.872795271021246,17.888590686688865,15.144002904760526,-4.76,81.626,0.3246768854677725,0.6,22.91,1295.18,4.83,24300000000.0,107.69
389470,인벤티지랩,250.12711058286334,-72.62446868942132,28.018327274263875,119.75408090435435,19.754080904354346,922.5701148677693,62.31915381656966,101677776000.0,3.838172540021241,54.61392851482186,-38.904957564855096,-29.224490833830448,-513.3814041201591,6.25,90.86,-0.3756554929998247,0.6,39.29,14.37,20.8,24700000000.0,53.33
168360,펨트론,32.937365780575156,869.6268855727707,1636.1266659709734,494.3926794411997,394.3926794411997,92.78253306784946,-4.1659490372684616,85417136000.0,7.416393556659971,1.4759937787840305,41.24492803936211,7.90196781570349,6.997478567040803,22.75,90.86,0.3059557571824497,0.6,36.81,129.06,9.98,11000000000.0,76.19
419530,에스에이엠지엔터테인먼트,62.88230739287526,427.1880823740574,-6.221220428206089,-169.7130604732586,-269.71306047325857,128.51152520840455,13.644559109231249,152068842000.0,-6.706196026514464,3.9627925551073773,47.81533822700683,-28.809044847638525,8.752465366499,6.18,90.56199999999998,4.819252045564369,0.6,26.96,44.73,3.46,37800000000.0,70.39
291810,핀텔,68.00258450405057,-101766.48563917549,-9798.38771002629,218.88870328855532,118.88870328855535,359.8625467753137,60.280319694463316,88622595500.0,18.676912481996634,10.795596907236414,-54.068526287720346,-23.26550929608695,-10.394022866915943,71.91,86.82,-0.8075483442958871,0.6,27.34,558.92,8.45,15000000000.0,108.54
405000,플라즈맵,114.78443536568344,-59.1723642206871,-34.88268135376132,243.82943545125792,143.8294354512579,273.43948633613905,44.32922191424608,123948580000.0,11.908534273986591,19.523950108736898,-308.4655865216748,-85.43520383611947,-167.65853986004228,20.29,86.12400000000001,0.8256356448132682,0.6,45.62,39.78,18.81,15939000000.0,70.0
419120,산돌,17.010348736297438,37.75248332448431,-76.95519174341166,167.64974517896965,67.64974517896964,154.58603059952318,11.542221880141101,144230328800.0,7.656682676130055,11.994679368959972,2.29424103526949,1.3686274640419442,39.857602159041754,28.46,77.64200000000001,-1.877597306049811,0.6,22.68,462.19,7.8,23840000000.0,108.05
417840,저스템,-1.6478420354341148,-7.559593342873781,6.85236537747225,193.90238591842964,93.90238591842962,146.77360897558086,13.461318851134726,72886800000.0,3.2228288202306046,1.625968637951156,24.874280904550915,13.070808168127595,16.047749743813487,4.76,77.33200000000002,0.9639215225054043,0.6,50.51,283.4,9.64,16340000000.0,100.0
405100,큐알티,31.55685980840268,81.90021265474559,120.87345464442714,179.69331915003548,79.69331915003548,172.30248119653893,20.74808456381454,174320476000.0,4.964885763030412,2.4243259861382978,36.40406240008728,19.789807279559977,22.97480961316225,-2.27,79.62,1.1926479744027354,0.6,25.0,86.97,13.79,50911000000.0,76.99
348340,뉴로메카,80.81239882376757,63.10126350122262,20.2725008098314,156.33798520209393,56.337985202093954,260.35140265912577,55.87333837664372,166556598000.0,10.700755364737327,22.656883591063107,-42.38963120120312,-27.0990997062524,-40.93028819677315,43.49,79.132,0.34725743845983553,0.6,34.15,1652.13,7.67,21000000000.0,109.39
417500,제이아이테크,3.036973302786136,33.90165977377184,23.84736720332796,151.2096679885601,51.209667988560106,181.66629350442713,25.75357634637932,131138976000.0,5.59732503149688,6.397798946080565,20.214862540660363,13.376749082359515,27.459061734326006,-10.0,79.132,-1.425029549582081,0.6,37.3,616.71,3.8,22475000000.0,110.34
372170,윤성에프앤씨,-41.1136960073074,-124.28861107427795,-121.65703093926203,457.3417247004578,357.3417247004578,95.20738424372107,-3.1921513765593135,390973352000.0,12.062589513771533,5.151594398886506,-8.994699843418184,-1.9667350162090254,-6.072372316512653,-10.0,81.76000000000002,-1.1030356419237117,0.6,29.79,67.49,4.86,105722000000.0,85.22
383930,디티앤씨알오,63.01946974908342,1195.327858235155,410.0382085315104,182.65275681494347,82.65275681494349,129.7329491709045,12.109669709335218,107359352000.0,5.9625623043099125,3.278281819683018,24.034412529570126,13.158527113785004,14.984010806995999,-7.65,81.76000000000002,0.1357236104744608,0.6,35.69,74.53,0.0,30800000000.0,72.34
394280,오픈엣지테크놀로지,376.3610316012701,-30.183158349122746,24.194936288075567,175.63509724468295,75.63509724468295,316.42138309808206,54.98633219074852,208371400000.0,10.138486776987,40.180623301374695,-83.25712123059402,-40.46908386620774,-213.1817975160387,8.0,93.916,-0.12111890607703901,0.8,26.5,44.25,12.42,33850000000.0,60.61
393890,더블유씨피,65.80853466334237,318.57987733214327,68.04194978586548,155.2693854061412,55.26938540614119,167.1130060695327,13.667814847821202,2040581880000.0,5.029066303335612,11.000520038553061,-2.455650055149867,-1.5815416855850715,22.024818555441765,-10.0,94.35,1.5695590565333597,0.8,39.63,33.28,5.8,720000000000.0,66.67
314140,알피바이오,17.402865228346066,41.44234859202432,-17.396727637129462,221.38254969769963,121.38254969769963,69.27936742739307,-16.125985891470762,101711246000.0,1.5665485020043262,0.8847226260303704,5.875882011995972,2.652456775251108,5.114512077379637,48.46,94.08599999999998,-0.5977661450012206,0.8,36.95,1556.04,10.98,12000000000.0,113.04
067370,선바이오,13.687376556673225,-103.27618390946118,163.25790503404542,226.99521653548865,126.99521653548867,55.12880680167528,-23.65507322799044,135490256000.0,8.189252406041208,21.113729568083503,8.282882902507989,3.0347659857875535,-1.1464772139920336,9.55,93.28200000000001,-0.8350314542164301,0.6,66.75,31.93,18.23,8624000000.0,73.33
417970,모델솔루션,9.885001597693726,32.127624493690675,73.31106475312572,180.88718455886095,80.88718455886095,296.8471886013643,38.300246995402745,172710900000.0,6.4847680662745555,2.8264009916985584,28.055313718894514,15.49796353506436,14.608548510738284,9.26,90.37,0.5950606820312929,0.6,15.23,1725.78,8.41,24000000000.0,105.88
296640,이노룰스,43.83477444708955,137.41541622736588,56.47626945359265,135.1617922109589,35.1617922109589,297.61525144860974,42.90633399201538,64272000000.0,4.910000768794188,3.917852161710316,21.5790027163481,16.01485665964558,18.952943567785233,5.2,87.178,-1.5313585797734923,0.6,42.33,1495.69,5.95,12702000000.0,106.38
368970,오에스피,0.8211478490065528,-28.749622597325402,-13.187364426781873,124.17353745106357,24.173537451063556,371.997696959376,50.89533783555568,78507744000.0,5.270719719832901,5.002233673339313,19.121717469345008,15.551152926864791,17.863280736550553,29.17,85.412,3.1946859018862352,0.6,34.48,1582.84,5.62,12952000000.0,114.29
360070,탑머티리얼,375.4610807553374,928.1754631605404,1233.4214913093938,121.902881277109,21.902881277109007,531.3956390422372,50.13856601317319,239641410000.0,9.145500040084029,7.511235411522853,16.350827864424037,13.412995405133548,15.107570243685785,11.67,85.412,-1.0149166737318067,0.6,32.21,451.49,20.61,54000000000.0,105.26
389500,에스비비테크,2.6120495244594837,14.87979554470891,14.05736408249946,267.3228439668985,167.3228439668985,115.52262923995717,5.565131392916827,73711676000.0,11.176023215616956,10.872924028160423,-72.7115650109746,-15.971137647338399,-32.85174232142668,92.74,85.542,-0.7873307071017708,0.6,34.1,1644.01,26.26,18180000000.0,110.22
378800,샤페론,58.29582429095358,-54.59295069499902,10.208246374343423,110.76264428903957,10.762644289039558,2089.5158614472207,89.67161688266452,111158905000.0,4.555799539631118,212.60588799407543,-111.63200797804393,-88.18814440818899,-2001.8084307595323,80.0,86.05,2.7063832394918044,0.6,29.13,26.0,12.99,22525000000.0,54.35
403550,쏘카,30.86117231625788,-121.32829754564432,105.40369732058265,280.0936634987055,180.09366349870552,65.24721651728242,-11.447863446357298,941798256000.0,6.282570186581639,3.3050909842002634,0.9422472413781087,0.871851755143845,-2.955967554322361,0.0,99.58200000000001,3.0214833368403577,0.8,16.28,56.07,5.46,101920000000.0,70.89
129920,대성하이텍,41.37873917044222,260.08018364853,194.36509574781982,460.80495325895095,360.80495325895095,97.93376606765969,-1.2902663900096947,119506914000.0,3.8573416223326293,1.1634669659089902,24.347019119042006,5.223563232989469,11.38250621387325,44.44,99.58200000000001,0.08481526783046389,0.8,34.15,1934.89,4.47,24586000000.0,109.76
328130,루닛,364.25193783153264,-118.13307726131394,12.017831444184736,4605.829043412912,4505.829043412912,102.2747798418442,2.1239417634242255,315233010000.0,154.70690652758915,47.48200938145021,-3538.105859947147,-78.50455601780558,-688.3579119402061,2.67,89.49599999999998,1.6762982969336755,0.8,38.28,7.1,1.65,53429000000.0,64.52
365340,성일하이텍,128.89310231644902,314.9497468516382,-362.9587952419896,171.89563222238291,71.8956322223829,130.88076153649666,7.356678851482097,580910950000.0,5.340034158130495,4.194697455291421,-9.303625603868927,-5.429128733140857,9.8640524405511,99.8,86.984,-0.29496889464871856,0.8,34.56,2269.68,38.66,108669000000.0,113.38
397030,에이프릴바이오,58.81385175980748,148.39532827151186,-415.78114039824914,107.36626533207003,7.366265332070028,1468.2604934437763,90.18102586338088,173575120000.0,3.036361638199007,7.419026135470319,-92.21142194501645,-85.88491148483037,19.00478231611428,21.88,84.78,1.9391619039115346,0.8,41.59,14.43,25.0,32400000000.0,74.42
126720,수산인더스트리,11.453455723727496,54.12480567547563,111.6306388462579,144.81455442430803,44.81455442430804,303.8938900796766,30.8458040449646,500010000000.0,1.8164375039909137,1.7000740825834024,19.626497817564477,13.375203107241676,17.444556822947277,-5.71,84.71599999999998,-3.317902707953377,0.8,32.0,130.37,10.62,200025000000.0,89.63
107600,새빗켐,59.243777355021486,112.07622146210569,107.53026292944894,163.083736313246,63.08373631324601,201.36122877203917,28.465229462948994,166532590000.0,11.370208243404052,4.98769857160822,30.197814617067348,18.516754214573766,16.592555299331586,100.0,91.234,0.1423509222588617,0.8,34.18,1670.9,42.37,26750000000.0,127.27
