종목코드,종목명,매출액 증감율,영업이익 증감율,EPS 증감율,자산비율,부채비율,유동비율,순운전자비율,예상 시가총액,PBR,PSR,ROE,ROA,OPM,시초/공모(%),nsi_5,업황,공모주 시장 동향,유통가능물량비율,기관경쟁률,의무보유확약비율,공모금액,공모밴드비율
334970,프레스티지바이오로직스,-100.0,-36.37173834834859,42.42886039226294,347.98048026287614,247.98048026287614,41.04943900255676,-38.39522353371072,531789004000.0,31.76011684530828,9599.638754425581,-113.50278909335296,-29.058994127272182,-283.64253823415874,-2.42,101.53599999999999,-0.7791259855698507,0.8666666666666667,48.21,369.9,4.5,63945000000.0,117.54
356890,싸이버원,-13.36567494922693,-9.493492143337525,-33.00327715812722,116.48427000576447,16.484270005764476,358.98829084306334,35.88649871737017,44087885000.0,3.6204032565103437,2.274735698647918,12.312881833831527,11.985399967400747,9.84986851002389,89.47,102.296,0.644741115477061,0.8666666666666667,41.77,1303.0,9.9,10343000000.0,119.5
236810,엔비티,-14.80758657586581,-234.88406904580677,-2.408920370050869,152.46986547866857,52.46986547866855,164.91409095247448,20.563752089413992,157984012000.0,8.849112761373327,4.1024882966750775,8.12238787411724,5.332662995798617,-7.873257819078527,100.0,109.854,4.291805339298467,0.8666666666666667,39.28,1425.0,10.4,10982000000.0,123.38
086710,선진뷰티사이언스,0.4852072712752042,3.562391238412907,-33.52685285668265,270.78147290802497,170.78147290802494,123.65941335526767,7.2961335757128545,70329975000.0,2.129231927497951,1.4764985964054214,12.259960483199682,4.293757087784307,10.125858923391535,100.0,113.404,-0.8615472468107335,0.8666666666666667,32.46,1431.0,17.83,18533000000.0,106.48
352700,씨앤투스성진,226.04324226436333,3714.2487410672034,5430.641879458824,152.4478168350376,52.44781683503758,225.75043571364967,33.738373764577815,294133440000.0,4.246953402724196,1.8999740142586177,39.00118785696097,28.95780845951802,47.31553453031109,-0.94,113.404,-1.4985757912755349,0.8666666666666667,57.66,1010.0,1.4,41600000000.0,110.34
248070,솔루엠,18.518876431798848,18.91459335668687,-11.759498506699638,448.0569538789971,348.0569538789971,106.51513750731641,4.788365343985611,722642154000.0,6.242616490394931,0.6673845924873718,38.633868247465465,8.729338837633632,5.63556557749785,100.0,117.58,0.015158167128907607,0.8666666666666667,53.55,1167.0,20.0,87680000000.0,116.44
163730,핑거,-6.125186308528368,-20.75711967325531,25.88160986411921,182.63841004743963,82.63841004743963,295.3125982918833,44.3798231807685,141424224000.0,7.728293743100993,2.51024005592015,29.50954012681266,15.939021364548273,6.589592833374727,100.0,117.58,0.7244977735734774,0.8666666666666667,50.07,1453.0,12.57,16900000000.0,114.29
348030,모비릭스,5.680990581518941,-27.850479945750063,-59.27476840874487,111.4032581984765,11.4032581984765,819.6086829816744,55.094152528812224,129906000000.0,4.2916813447971025,3.0471516538243617,25.31584250394312,14.948890435757725,12.58325524373306,100.0,117.58,2.363619845764481,0.8666666666666667,32.49,1407.0,5.74,18900000000.0,114.29
277810,레인보우로보틱스,199.23573940764186,79.30296557832483,85.84046639488328,169.2143040747631,69.2143040747631,182.48391656901418,25.441842350454802,155845000000.0,21.58585528905857,30.74468953899069,-103.30908990509846,-8.495109485516604,-22.04734037039443,100.0,123.196,2.645605569856092,0.8666666666666667,37.06,1489.0,19.6,18550000000.0,125.0
321820,와이더플래닛,-17.476204734758507,-96.56873348874115,-46.379263779287314,-673.5623930291689,-773.5623930291689,58.94367734337016,-36.539829069825025,108212512000.0,-87.75563341919568,3.757087156811157,314.99325264308453,-58.92228971342287,-16.581410534360273,55.63,123.196,1.1832716970728565,0.8666666666666667,56.21,1449.0,9.48,12000000000.0,118.52
950210,프레스티지바이오파마,-100.0,-146.92057750583174,-936.2075446146023,116.1819408884617,16.18194088846169,587.6189715572451,25.818274304665955,1924476960000.0,13.965780228498575,5.421071927998487,-11.457725580887123,-9.36729874459586,9.757261008545758,-10.0,122.806,0.11993755687986396,0.8666666666666667,26.53,819.0,17.33,383541000000.0,112.28
262840,아이퀘스트,-3.491735768085993,78.04670073382206,13.954924160943078,131.61397570635134,31.61397570635134,448.43409169851566,57.321785557759654,108460000000.0,5.872234846324589,7.745505092221122,20.709981249195792,19.51427918497643,30.736906664143692,100.0,121.378,0.05806482874178902,0.8666666666666667,27.2,1504.0,18.4,18400000000.0,111.11
239890,피엔에이치테크,3.2709775589019636,-216.1044909299879,35.27756453802608,264.1823125198676,164.1823125198676,114.09629550216933,6.707554207894341,81288288000.0,11.931364377382899,11.044745930664275,-91.59831167230377,-36.56687846467794,-20.54546449594442,13.89,105.69200000000001,0.15385249633265818,0.8666666666666667,46.97,1454.0,9.23,9632000000.0,116.13
356860,티엘비,22.127088966693172,139.99506130204824,189.19418105147804,298.1962414505552,198.19624145055522,93.02982696583354,-3.1055647099592876,186819970000.0,7.363813993541464,1.2526801598465336,35.83002680818065,12.014878667687848,7.044431615031709,99.74,109.81800000000001,-1.09916602338366,0.7272727272727273,24.12,1318.0,6.0,33200000000.0,106.74
064850,에프앤가이드,84.70884571008295,53.81563514522845,49.1328167187694,158.65783643539103,58.65783643539102,133.02845513273004,6.294675447294754,84260645000.0,2.465222778432789,3.9924595498792397,6.47507992241018,4.442451152186491,13.069261074247798,100.0,109.00399999999999,0.1706328701406874,0.7272727272727273,39.99,1327.0,7.62,8456000000.0,119.66
347860,알체라,112.35606229983294,19.604487790928875,-148.3822339007316,110.26838179677279,10.268381796772786,1178.1395209480524,82.52715879471906,133687940000.0,11.857789785778404,40.620078748381566,-101.72581552871547,-90.53085354120543,-62.69547921090582,100.0,109.388,-0.08613434628510408,0.7272727272727273,37.1,1315.0,3.71,16000000000.0,111.11
314130,지놈앤컴퍼니,999.9999040000077,-123.93809332910921,-179.4660751365959,-89.50955885780428,-189.50955885780428,46.70279191277107,-102.0925364296881,527529480000.0,-13.420256407300243,11509.734192798067,215.40664443776595,-240.6393545862349,-30155.630946586403,100.0,112.542,0.5531300341612639,0.7272727272727273,40.84,1163.0,7.56,72000000000.0,105.26
335810,프리시젼바이오,35.22999358343178,7.150480034611352,89.96629228300642,187.76872977512355,87.76872977512353,1607.3770344286022,66.90457326009866,140548075000.0,12.419397828135981,22.651638678578017,-3.5827297441182453,-1.907534719292561,-42.49146284589552,100.0,112.21,-0.14224669869761553,0.7272727272727273,53.83,1231.0,1.46,15750000000.0,108.7
357550,석경에이티,15.690551064318289,101.48248102255081,200.64128377033336,193.64955811414194,93.64955811414195,94.17635288876774,-2.2146853336775547,54550000000.0,5.427600036160691,8.519031915922149,11.057064400775364,5.708297969661062,20.56632116047405,100.0,111.11599999999999,-0.18508826732032171,0.7272727272727273,58.0,1390.0,6.46,8000000000.0,111.11
330860,네패스아크,32.12802258429213,-18.48824622183656,-80.90509049764636,486.6054912761169,386.60549127611694,71.36642243495591,-3.0063471337158947,228592047500.0,7.027478625695419,3.1617571651948966,5.46253339346218,1.1225794799677975,20.53237935812137,36.6,106.84,0.5230683314697597,0.7272727272727273,29.63,707.0,1.3,54765000000.0,106.21
348150,고바이오랩,798.5314865332197,-212.38695281302034,-425.706571497568,-65.86913097962727,-165.86913097962727,38.99623182689142,-153.4837600462049,231236490000.0,-4.312193618573273,401.09079132456105,84.86247065607584,-124.75849684958331,-1275.2221117334418,100.0,109.02000000000001,-0.011434595748528231,0.7272727272727273,27.59,64.0,0.85,43200000000.0,73.17
244920,에이플러스에셋어드바이저,15.941031556608328,24.90524655741634,81.86280365010794,350.23255643414376,250.23255643414376,156.52335292143326,14.783874887588084,169557697500.0,2.4097503460333263,0.6294537356052757,29.622710690371,6.242882849626074,7.75149281718143,8.0,111.628,-1.7118846483616448,0.7272727272727273,63.42,3.66,1.0,29379000000.0,65.79
340570,티앤엘,24.0181649420636,46.49435737654859,56.41586794811564,130.3508860939991,30.350886093999087,270.8635726601825,21.77954047230526,146304000000.0,4.402600049671797,4.480322374932841,21.977675305467496,16.8208183028912,23.6543413475959,100.0,112.506,-0.2682822814076873,0.7272727272727273,40.81,338.91,0.28,27200000000.0,100.0
299030,하나기술,-31.39676012361524,25.472316838174503,62.70407768998836,625.4828183567032,525.4828183567032,92.35427162430658,-3.5543882942774605,113208655000.0,6.969564186871088,1.9092923034888833,36.8412761709585,4.249063760264835,9.686331290188296,100.0,112.506,0.9333396742454396,0.7272727272727273,38.43,1393.0,16.47,24800000000.0,106.06
199820,제일전기공업,13.93753953999523,15.502860834105093,15.345295863981518,159.6179702679807,59.6179702679807,143.99444420401497,16.229264520903115,188870000000.0,2.9730782405996616,1.2923190404439817,22.237130724397726,13.931470677809068,11.54022232674639,100.0,112.41400000000002,2.9755302360534075,0.7272727272727273,26.1,1196.0,8.32,43500000000.0,106.25
265740,엔에프씨,36.653808135304914,77.68267836465893,158.4519749125052,264.74528874924636,164.74528874924636,100.03119932367619,0.009477121233538189,116446000000.0,5.784798751792146,3.5437357147720765,32.638608013576956,12.33267392365249,20.75826269702245,54.48,114.268,-0.7036437035533487,0.7272727272727273,38.04,979.0,5.51,20400000000.0,113.56
318020,포인트모바일,21.150720774072145,52.51361628907707,139.13433549597048,150.22540158274788,50.225401582747885,591.1070978069084,55.63996837771934,92475000000.0,2.4956904331913607,1.487182462365006,22.39205707636337,15.258453926213802,14.52230098507081,100.0,114.268,-2.2573880990442508,0.7272727272727273,36.08,1447.0,17.64,14233000000.0,107.14
129890,앱코,27.032028455655134,46.47190856239854,36.00215757145498,559.8898681294825,459.8898681294824,124.41523679499494,12.591596705187444,235436187600.0,23.053241441892617,2.793800522316979,28.821233340514624,6.076236189516675,6.511003118213984,24.07,114.13,0.7035162988362771,0.7272727272727273,43.12,1141.0,3.0,53649000000.0,106.35
352770,클리노믹스,99.71001536360959,-122.10783544820185,-159.97727531397882,533.4097881201367,433.4097881201367,903.0281747637373,67.33810090042931,183551459900.0,36.348964595819545,44.75647650092681,-14051.846510360847,-21.3849102397462,-109.53277828321511,33.09,114.13,1.7423453469148957,0.7272727272727273,46.79,494.0,1.19,21498000000.0,112.1
354200,엔젠바이오,6.146709679760109,-18.660152775583537,-183.79286566506138,375.09878894814494,275.09878894814494,140.55744326686022,14.86402759209243,171017868000.0,47.73243020082709,115.74354390713252,-194.14715624817248,-51.0805611462377,-287.5703502557679,100.0,112.02000000000001,2.5215101870782117,0.7272727272727273,36.16,1006.0,3.09,34216000000.0,114.29
009900,명신산업,125.37913946884312,326.8222850818811,883.4828549757083,460.47308462230444,360.4730846223045,88.49251506935747,-7.820442349858639,265064280000.0,3.336735968458361,0.34169212355389955,31.5485011765682,9.252090044607778,7.683088866109948,100.0,112.36800000000001,-0.027008267416948062,0.7272727272727273,30.86,1195.0,29.0,77071000000.0,121.5
352940,인바이오,11.236435867144825,208.78858892934886,112.60521160831591,219.7796388269792,119.7796388269792,136.89615573469214,19.373467014002436,58489520000.0,2.0689540606592867,1.7337620787903485,3.6669063545339857,1.642107887444362,13.187426270401106,100.0,112.81000000000002,-0.1926268452759502,0.7272727272727273,44.32,1386.0,8.0,8313000000.0,106.42
317690,퀀타매트릭스,855.2134051453281,-31.415189590934133,-311.36357182428,113.35756002352323,13.357560023523247,1479.1124280751949,78.15164575486754,372027762000.0,12.706310573510633,458.5099257187391,-217.7736504098086,-192.26048584591823,-1796.203745940048,-1.76,112.81000000000002,-0.4299678947431689,0.7272727272727273,40.46,185.0,1.5,33627000000.0,112.83
356860,티엘비,22.127088966693172,139.99506130204824,189.19418105147804,298.1962414505552,198.19624145055522,93.02982696583354,-3.1055647099592876,186819970000.0,7.363813993541464,1.2526801598465336,35.83002680818065,12.014878667687848,7.044431615031709,99.74,109.81800000000001,-1.09916602338366,0.7272727272727273,24.12,1318.0,6.0,33200000000.0,106.74
214610,미코바이오메드,14.316173681386696,-39.049440209030735,-67.17645092358755,2502.12998447395,2402.12998447395,90.77771051842373,-6.770869009659901,250740630000.0,250.645380995541,61.18511635770108,-1458.9195424884904,-58.48408609246641,-284.4502302487946,7.33,98.05199999999999,0.8106936249168828,0.7272727272727273,62.03,159.0,0.57,30000000000.0,111.11
301300,바이브컴퍼니,15.58197326700098,-125.64834372347886,-201.48419000668767,210.93157797308976,110.93157797308979,104.15492657144286,1.0979998371618716,151036760000.0,10.128762605372877,9.267162943995425,-7.207166744438931,-2.468924757957285,-2.112516565333182,42.86,97.24000000000001,-1.3389540824783643,0.7272727272727273,43.56,1221.0,7.59,14950000000.0,109.8
347000,센코,35.02492694354009,8353.63380119182,23.048144684626113,157.1659737188969,57.165973718896915,292.6031290878406,42.40067991700175,101018372000.0,8.099564550714755,5.0930356572506765,-19.333776524455523,-12.301502715234932,11.83529407149244,2.69,96.958,-0.08970449774429257,0.7272727272727273,34.88,848.0,1.8,16120000000.0,113.04
348350,위드텍,36.17705180026872,180.0895879512835,150.64011676045058,159.9582200861145,59.95822008611449,203.6122866870231,37.874155844274846,127295000000.0,2.4999660088972955,2.1625852774495398,22.833867518086432,14.260619954806764,21.499650111260003,48.4,97.56,0.427473726366403,0.7272727272727273,20.05,1336.0,22.78,22260000000.0,108.7
290690,소룩스,30.8076140919332,134.47493026984756,147.25891771153715,237.57679724493036,137.57679724493036,94.79066420910218,-2.4796923927531136,81581600000.0,4.018870267066923,1.1472857295954988,28.431315008032676,12.013834165167244,9.661778417894313,100.0,100.864,-0.42727721204339997,0.7272727272727273,24.32,1135.0,0.7,15789000000.0,111.11
339770,교촌에프앤비,12.082473810723632,93.94822376728168,157.65355079256233,196.9965806635467,96.99658066354671,85.16673807715345,-4.469023639445256,307285242000.0,3.82933286926213,0.8084512305313657,34.294058272771046,18.672859466685487,10.353351812548135,93.9,98.91400000000002,0.9345054535287782,0.7272727272727273,18.67,999.0,3.9,61480000000.0,107.42
291650,압타머사이언스,47.41264063995683,-22.235084938787004,40.76973829674301,119.88063704121417,19.88063704121417,1630.4640864040482,84.08984638597993,211653150000.0,30.49335108966509,519.2777798302145,-56.84856823096959,-47.42097609259903,-807.5642000932767,15.4,92.282,1.2039118074112087,1.0,50.34,830.0,2.88,26000000000.0,111.11
318410,비비씨,16.765784818075964,492.4868902089412,185.43081977935339,168.55674220406723,68.55674220406725,165.08905250990742,20.41520680208822,164511568100.0,5.883404734982634,5.2959721164085165,17.822968319929082,10.586978259439551,24.524044294776044,-9.93,92.282,0.6053863035093605,1.0,45.8,977.0,3.5,32520000000.0,106.23
347770,핌스,208.91382498849626,194.14744775960855,196.76908500561905,187.28033502767337,87.28033502767339,174.95171695971257,31.51795535652636,138033917000.0,9.270865071940497,3.653297560176097,38.588418855687756,19.882566942353137,17.25050490557733,10.53,92.282,1.2324136625501572,1.0,50.04,1210.0,4.28,30000000000.0,111.76
323990,박셀바이오,0.0,-65.56303118572414,80.55494542754008,110.63207812089438,10.632078120894375,1953.6649719609798,78.63463565021189,225690000000.0,24.879646572729047,181.85044196338563,-14.008301346014381,-12.492935036567697,-333.5330585871176,-10.0,91.718,0.4702896365575553,1.0,52.27,94.0,3.88,29554000000.0,92.31
126340,비나텍,34.01913408871424,68.50252433046111,956.0086055732427,247.4141823959638,147.41418239596376,92.85409680087506,-3.0219515063161495,160752900000.0,8.533784016872298,3.7591591161602067,22.705575140230323,9.452467206802751,14.031804507356291,33.33,92.382,-0.2792301991489621,1.0,44.75,1098.0,22.0,19800000000.0,111.86
053080,원방테크,42.49406231327393,1.065229126518104,-11.910069217670276,196.41637862740055,96.41637862740052,228.081972572202,28.233814706790643,233171964900.0,2.3285291727938007,1.0209694569159844,11.710823175382819,7.253963143184445,8.459512767343307,-9.94,93.028,2.3028164353811693,1.0,41.38,406.0,1.8,55156000000.0,111.61
348210,넥스틴,-27.343464142928468,-323.58475448988185,-1035.1573685004864,1283.8196891895416,1183.8196891895416,95.93008588458991,-3.3772163676679847,236315664000.0,164.2946447033363,25.15703202764062,-170.97013609332953,-14.067614334019623,-18.735208635020637,-5.7,98.926,-1.7994891523418899,0.7272727272727273,43.98,30.25,5.3,19680000000.0,110.15
304840,피플바이오,1645.1425607296408,-7.7880477948939,-12.856303317053875,161.24978139082123,61.24978139082121,1004.274379796794,77.20352508427864,110089400000.0,40.74044699394215,122.9994778376123,-1005.6362548292441,-91.82703995037681,-453.7879709524173,-10.0,97.894,0.17468260752545817,0.7272727272727273,52.16,40.0,0.0,12500000000.0,72.73
352820,빅히트엔터테인먼트,94.85049073466138,23.53525617311158,202.7793938938613,209.18840802593454,109.1884080259345,168.7958653615934,33.08384122358732,4569235920000.0,26.33217498684223,7.781071960014582,42.54827865314289,19.952099981113523,16.81511461107723,100.0,98.92600000000002,0.8158850312557231,0.7272727272727273,30.71,1117.0,43.85,748650000000.0,112.5
331920,셀레믹스,103.74933556561807,-22.671864356536258,88.4613368197255,139.61700768870358,39.61700768870357,310.4039777605892,42.435955361142966,156081660000.0,30.274802417069672,30.357681216021216,-45.06502294833506,-31.337260510406555,-98.39871481539937,24.5,102.31400000000001,2.2385597487706033,1.0,44.33,1203.0,5.41,21252000000.0,110.8
332370,아이디피,32.79881696474164,65.46158163451841,57.50054039131726,115.1902702073228,15.1902702073228,702.4531008979685,69.24225048850428,65041257400.0,2.7874931248292314,2.5621799609481917,15.39051446203935,13.451285144601927,16.462344648259204,34.69,102.97999999999999,-3.5490190371780743,1.0,29.12,894.0,7.4,14080000000.0,105.38
347740,피엔케이피부임상연구센타,24.767182223994542,24.22696733019104,38.47417298143002,114.17350251217768,14.173502512177677,919.1577170523781,77.50862370481046,137298385200.0,5.604688763672412,10.985185522124473,23.61580064131631,19.22075949469397,45.41248725084118,53.01,103.12,5.2074761756754935,1.0,29.76,1372.0,17.1,35951000000.0,106.4
293490,카카오게임즈,-7.073264895362123,-25.81690479730313,-53.082340685966656,141.77760495355233,41.77760495355233,232.8478082615581,32.1631034885733,1756913544000.0,4.209383112203517,4.4929231564007415,2.060359640824085,1.4982573572980176,8.951001482016736,100.0,102.146,-1.9274324784135142,1.0,31.69,1478.0,55.7,320000000000.0,109.09
294090,이오플로우,0.0,-20.125432962630857,70.97046692397599,287.29070410881303,187.29070410881306,526.6430923559084,50.19736033133376,207226160000.0,59.42827155590668,9599.638754425581,-344.5651457953601,-93.72021222762166,-283.64253823415874,14.47,100.65599999999999,-0.5634284020244911,1.0,57.0,150.0,5.79,25200000000.0,97.44
262260,에이프로,11.080530118818597,44.21058337655744,6.6857929196623065,234.76783966811405,134.76783966811402,146.05322042294574,25.63404537406126,137072606400.0,6.479823025111284,2.03497190438599,51.54837080998246,15.25964657958243,15.41396594469723,100.0,99.20000000000002,-0.6153183764927026,1.0,44.51,1090.0,10.46,25990000000.0,106.4
277880,티에스아이,-7.646008772230371,14.924673778853718,-667.1650188846689,223.83402796841824,123.83402796841823,159.42207091861147,25.718270012466903,92671150000.0,3.784497419802394,1.519169288306202,-52.95618175808037,-22.091643628461735,9.58391524941055,100.0,98.458,0.8202188927130973,1.0,38.41,1283.0,4.75,500000000.0,117.65
304100,솔트룩스,18.66105378887452,-87.09166269786763,1474.3437663303175,110.23195684129364,10.231956841293632,927.7162426349851,64.63850169386568,125787875000.0,3.244545164758445,6.846929401947149,2.167130528142295,1.9334144917031264,0.13683617901917997,60.0,98.47200000000001,2.574271695368997,1.0,40.64,528.0,5.58,18000000000.0,92.59
298540,더네이쳐홀딩스,66.68123979176576,96.85961663684127,87.41887431899272,177.01197154564971,77.01197154564971,218.95690840861488,45.08321168039265,330389526000.0,4.379301023692444,1.4038550348505958,21.42943847856831,12.087407037323278,16.918966046023247,-10.0,98.422,-0.14900014407042028,1.0,53.3,97.21,8.46,54000000000.0,96.84
225220,제놀루션,26.166538293679288,-18.946321225883064,-122.2118652999852,508.89825104058684,408.89825104058684,66.07207400753136,-20.8742526088654,56918176000.0,21.570531881334183,14.407403274563409,-10.876220631602555,-2.1372092769749234,3.74686577710674,100.0,98.422,2.005100856592085,1.0,67.66,1161.0,21.36,9600000000.0,107.69
347890,엠투아이코퍼레이션,10.471321808230917,29.438963763069985,26.402600233111272,115.7015970468169,15.701597046816914,692.5463600053127,50.287572751365936,131025991200.0,3.523333330733934,5.301503293057319,16.27986763828548,13.950740786078129,26.985890076320434,20.83,98.84200000000001,1.980392538467769,1.0,38.56,61.7,1.6,52026000000.0,90.43
101360,이엔드디,107.53739390859755,1204.6964412392979,694.8597216765232,363.75213724933644,263.75213724933644,87.28805443583173,-8.507791388747659,134687520000.0,12.843949543504916,2.309720399716646,57.2079394708006,16.23832139897206,16.78907579274814,26.39,105.226,-0.6032986079653149,1.0,71.06,1168.0,8.57,28899000000.0,107.66
332570,와이팜,94.08078985195715,143.83224555097814,249.33766128300917,117.51671416863527,17.51671416863528,660.1713087537196,66.85361847045804,408554916000.0,8.797051275056399,3.2572669531120737,25.231185058553724,20.766574614185078,9.54013638806243,41.36,106.3,2.0381071820514376,1.0,24.54,407.0,8.0,72054000000.0,106.28
164060,이루다,20.3812599497697,44.401179035602006,44.48862498946479,168.38357224377432,68.38357224377432,238.43210679390728,37.66695892777951,63585000000.0,4.448476622664631,2.970841611763833,20.873558180693273,12.195578491434905,16.429497592039848,100.0,105.81000000000002,-0.5822094381928775,1.0,50.6,1316.0,7.8,13500000000.0,109.09
032300,한국파마,9.344098596185086,27.311113850774994,44.39698537453056,250.94623871573592,150.94623871573594,119.90826801320162,10.044820832390492,98160309000.0,3.690476202466763,1.4842145193330414,25.11741712910907,8.281445392835046,10.942213250708486,100.0,105.40799999999999,1.5308239834392192,1.0,31.5,1296.0,10.5,21079000000.0,120.0
060850,영림원소프트랩,24.930161787809542,191.98509256419305,222.19459350388343,301.4477843329715,201.44778433297148,202.49873446782124,34.38060658971212,93506500000.0,9.27126959738364,2.461774567507258,43.16356620682212,14.278390577585304,11.243540600993967,53.04,102.83599999999998,-2.43664859729687,1.0,60.86,1269.0,4.3,16150000000.0,109.52
950190,미투젠,15.128557626872482,26.056103274917913,23.412627139208954,151.063863221654,51.063863221654,311.2867587137587,62.68521177156104,348018984000.0,7.445561655592133,3.3873943181617716,74.00837207273693,52.89379372461861,44.78741938344618,7.78,103.42,-1.1205179838999375,1.0,27.58,1114.0,1.35,67183000000.0,112.5
337930,브랜드엑스코퍼레이션,195.34295801374967,118.10788391395049,113.49175723050723,291.8337986492242,191.83379864922424,281.02807776568017,48.22153077838031,247866970000.0,17.409216583628474,3.8670743030758468,56.56404341101131,18.36185117885451,15.463037148450537,-0.77,103.42,-1.8846089049139294,1.0,38.68,47.0,0.0,47085000000.0,93.86
298060,에스씨엠생명과학,485.8526253937569,-42.40607457867757,-6.133181227074566,243.53453390308152,143.5345339030815,143.0657105672823,18.216781902496763,187452982000.0,11.12444028511691,1112.484454471436,-257.59853692631884,-103.69627010880168,-7241.697712817606,73.53,97.282,3.1125636856876175,0.75,37.57,1032.0,6.8,25200000000.0,109.68
297890,엘이티,-5.61212127477757,-9.07866102286539,-29.212077343353016,177.00642008561775,77.00642008561775,508.935871184108,58.6007030682838,55453710000.0,1.8312153347890494,1.1834679837362063,15.849649337698246,13.763902884875687,23.314094879634194,100.0,97.71799999999999,1.4214546043674101,0.75,19.85,1255.0,25.3,14060000000.0,109.86
229000,젠큐릭스,-45.85507810417761,-14.856158571597769,-60.054414018164415,1538.5423753368873,1438.5423753368873,61.79077840948148,-28.672497398771917,141119680200.0,909.3899226724897,1032.9471220785085,441.619246303815,-383.7563161376904,-4801.540325133434,10.57,95.99,1.9745149263874162,0.75,46.53,77.0,0.0,22700000000.0,93.03
169330,마크로밀엠브레인,8.281757642472694,-32.52831306584924,-31.198728564559108,170.97602311937288,70.97602311937288,185.1974036350994,29.15407453315522,60992865200.0,6.0113315113921955,1.5609252062754384,19.252104626641234,11.25421214325059,6.592661393606629,100.0,100.96400000000001,2.1364433485247813,1.0,29.88,1056.0,19.39,7280000000.0,117.24
326030,에스케이바이오팜,11172.240935122132,43.02167393701556,48.21050653281468,-1067.718489943241,-1167.718489943241,67.75625338190959,-33.766429971707524,3837349250000.0,-294.60821021340894,30.98324096711513,350.4469259493809,-51.42579599674551,-63.99450169327441,100.0,99.674,1.801880651013972,1.0,20.0,835.66,81.15,704819000000.0,115.29
330350,위더스제약,1.544109089747777,-3.029649204627515,2.008204482692661,145.4982219984521,45.49822199845211,303.4694246907054,48.45761404555475,139799398500.0,2.666461559958822,2.702373326091921,16.52046714470411,11.35441191850628,21.13709051957352,100.0,98.462,0.1269120488088552,1.0,21.39,1033.0,16.52,22240000000.0,106.71
950200,소마젠,-9.174477251856194,-50.79522345477624,-743.6001125361188,-149.65032410776035,-249.65032410776038,25.10279416260109,-115.93086747547832,185473871000.0,-9.81675360483861,9.29620985433676,118.86657675105423,-81.03287417775744,-24.182643978485334,5.91,95.512,2.2471048781238787,1.0,28.47,69.46,0.0,46200000000.0,84.62
290520,신도기연,80.44499437317162,549.5690845058793,312.19461691030284,161.56326270327745,61.56326270327745,204.212900351838,31.23482852165885,128980480000.0,2.7190745245326333,1.520958258239065,30.45974043706296,19.116885321108573,19.981174000619927,100.0,95.512,-1.4852847914921803,1.0,37.5,1272.0,13.76,18200000000.0,106.67
223250,드림씨아이에스,15.15343057963523,21.341538441418972,21.46323383269898,232.77577279787752,132.77577279787752,168.20682411287822,37.08440073038485,80745335000.0,7.51204844585451,3.652163055125866,39.05607642423224,16.589845858169497,19.6105199573006,87.92,86.16600000000001,2.163306932890669,0.75,26.23,926.0,6.82,17612000000.0,106.81
294630,서남,-76.31746839027939,-112.06859910025359,-72.61443912972726,150.1615325127411,50.161532512741104,325.1594201011711,37.8814251839052,63131996000.0,8.216538398034924,54.91870067544508,-48.52009762266447,-28.912122056403344,-296.0626572713962,25.81,99.46799999999999,1.0373886191389579,0.6857142857142857,57.73,1228.0,4.87,9450000000.0,106.9
294140,레몬,59.04071816269564,2871.609134377372,401.3343564365322,309.8837766726688,209.8837766726688,61.31895256265748,-26.12520848904939,248400000000.0,11.79888282732995,4.968140919263677,50.621205449707915,14.640198705348496,17.71171767888445,19.72,84.84,-0.5378730916493337,0.6857142857142857,36.84,426.0,6.3,25420000000.0,107.46
274090,켄코아에어로스페이스,60.045238365537344,564.7270272653876,-256.6602371899463,202.41579066996428,102.41579066996427,259.6684405644139,29.782593675128577,89959040000.0,2.30467970733927,1.9424185876710773,-26.053938822116844,-12.041760958683245,4.997410546440715,15.0,88.006,-2.8052490319883514,0.6857142857142857,39.67,120.75,2.55,20440000000.0,71.43
204270,제이앤티씨,30.743295749155823,70.6202616026991,31.654357849766036,172.1812609085434,72.1812609085434,123.52838375851536,7.093056381491401,636333126000.0,2.5942308925425683,2.1220374571503546,20.442338626283764,11.685362330268168,14.506807039491232,-7.27,88.774,-0.33984786574602605,0.6857142857142857,27.87,1077.0,6.72,93500000000.0,115.79
092190,서울바이오시스,-10.599278988245354,-74.32023903390329,-30.427459774139287,342.3174409940223,242.3174409940223,42.34685769760857,-26.809801131092254,286677397500.0,1.7668142935247246,0.8298532162993746,2.103685381384275,0.6014023433879103,1.2413374848370606,73.33,89.022,0.0694578126441705,0.6857142857142857,34.92,1119.0,9.5,13000000000.0,107.14
237820,플레이디,14.996795224032985,33.099218263025975,-15.477297676615324,222.35311975196512,122.3531197519651,162.77149107029203,28.592765922605373,109030690000.0,2.776859164595785,2.731437079045361,24.11098270080284,7.794075564797279,23.2136039408085,32.35,90.49,0.845618302085918,0.6857142857142857,23.04,1270.0,7.32,25087000000.0,117.24
198080,엔피디,21.829052411499962,72.59554442010456,63.84873700310744,394.95889893373146,294.95889893373146,122.02019956647648,10.169649993690069,116289999000.0,2.484150193941838,0.3681677991389029,36.140355388898996,10.13065943980896,8.691966546166508,-10.0,90.76599999999999,-0.4788070851977819,0.6857142857142857,34.81,307.0,8.78,40770000000.0,92.31
