종목코드,업종명,시장구분
034010,정보기기,KOSDAQ
011320,운송장비·부품,KOSDAQ
086390,반도체,KOSDAQ
039040,유통,KOSDAQ
061050,일반전기전자,KOSDAQ
048430,일반전기전자,KOSDAQ
043220,정보기기,KOSDAQ
032620,소프트웨어,KOSDAQ
054010,IT부품,KOSDAQ
053810,기계·장비,KOSDAQ
024800,운송,KOSDAQ
054930,기타서비스,KOSDAQ
069330,IT부품,KOSDAQ
050050,컴퓨터서비스,KOSDAQ
049520,IT부품,KOSDAQ
036500,반도체,KOSDAQ
023410,비금속,KOSDAQ
052810,소프트웨어,KOSDAQ
056080,유통,KOSDAQ
084370,반도체,KOSDAQ
045880,통신장비,KOSDAQ
044960,제약,KOSDAQ
039020,금속,KOSDAQ
066430,디지털컨텐츠,KOSDAQ
042340,유통,KOSDAQ
028300,기타서비스,KOSDAQ
028305,기타서비스,KOSDAQ
070080,운송장비·부품,KOSDAQ
066200,유통,KOSDAQ
056850,정보기기,KOSDAQ
031390,유통,KOSDAQ
073490,통신장비,KOSDAQ
080420,IT부품,KOSDAQ
088390,IT부품,KOSDAQ
035600,소프트웨어,KOSDAQ
053350,소프트웨어,KOSDAQ
033110,의료·정밀기기,KOSDAQ
041520,IT부품,KOSDAQ
054210,IT부품,KOSDAQ
045400,IT부품,KOSDAQ
041030,기타서비스,KOSDAQ
065440,소프트웨어,KOSDAQ
050640,컴퓨터서비스,KOSDAQ
080010,인터넷,KOSDAQ
047560,디지털컨텐츠,KOSDAQ
067010,정보기기,KOSDAQ
065160,기타서비스,KOSDAQ
047450,IT부품,KOSDAQ
094190,IT부품,KOSDAQ
095190,기계·장비,KOSDAQ
091120,IT부품,KOSDAQ
039030,반도체,KOSDAQ
033600,운송장비·부품,KOSDAQ
035810,음식료·담배,KOSDAQ
038720,IT부품,KOSDAQ
058530,기계·장비,KOSDAQ
092130,기타서비스,KOSDAQ
016250,건설,KOSDAQ
078020,금융,KOSDAQ
001840,건설,KOSDAQ
024810,IT부품,KOSDAQ
041450,컴퓨터서비스,KOSDAQ
060150,기타서비스,KOSDAQ
033230,컴퓨터서비스,KOSDAQ
073130,소프트웨어,KOSDAQ
041630,소프트웨어,KOSDAQ
037330,IT부품,KOSDAQ
060300,기타서비스,KOSDAQ
049070,IT부품,KOSDAQ
017250,일반전기전자,KOSDAQ
035080,기타서비스,KOSDAQ
051370,IT부품,KOSDAQ
039290,소프트웨어,KOSDAQ
036220,제약,KOSDAQ
041020,소프트웨어,KOSDAQ
045470,의료·정밀기기,KOSDAQ
068330,기계·장비,KOSDAQ
058450,IT부품,KOSDAQ
019540,운송장비·부품,KOSDAQ
094820,기계·장비,KOSDAQ
049550,화학,KOSDAQ
036790,통신장비,KOSDAQ
043910,금속,KOSDAQ
043630,의료·정밀기기,KOSDAQ
046840,기타서비스,KOSDAQ
053980,컴퓨터서비스,KOSDAQ
052650,통신장비,KOSDAQ
090120,IT부품,KOSDAQ
049630,IT부품,KOSDAQ
065530,통신서비스,KOSDAQ
040420,기타서비스,KOSDAQ
045510,컴퓨터서비스,KOSDAQ
045290,유통,KOSDAQ
073930,소프트웨어,KOSDAQ
052640,컴퓨터서비스,KOSDAQ
034660,의료·정밀기기,KOSDAQ
033100,금속,KOSDAQ
079370,기계·장비,KOSDAQ
054950,기계·장비,KOSDAQ
033320,유통,KOSDAQ
033050,출판·매체복제,KOSDAQ
094970,IT부품,KOSDAQ
060750,통신장비,KOSDAQ
035900,기타서비스,KOSDAQ
089790,반도체,KOSDAQ
052670,제약,KOSDAQ
023440,금속,KOSDAQ
026540,금융,KOSDAQ
038010,금속,KOSDAQ
083660,화학,KOSDAQ
090470,반도체,KOSDAQ
044060,기계·장비,KOSDAQ
034940,제약,KOSDAQ
033340,섬유·의류,KOSDAQ
036930,반도체,KOSDAQ
030030,기타서비스,KOSDAQ
015170,제약,KOSDAQ
072020,제약,KOSDAQ
000440,유통,KOSDAQ
051160,소프트웨어,KOSDAQ
065060,섬유·의류,KOSDAQ
065410,기계·장비,KOSDAQ
018290,일반전기전자,KOSDAQ
033030,일반전기전자,KOSDAQ
038920,컴퓨터서비스,KOSDAQ
058370,반도체,KOSDAQ
018120,음식료·담배,KOSDAQ
086060,음식료·담배,KOSDAQ
036890,기계·장비,KOSDAQ
007370,제약,KOSDAQ
094850,유통,KOSDAQ
082660,IT부품,KOSDAQ
074150,소프트웨어,KOSDAQ
096240,기타서비스,KOSDAQ
013720,운송장비·부품,KOSDAQ
047820,오락·문화,KOSDAQ
032570,통신장비,KOSDAQ
016920,기계·장비,KOSDAQ
082270,기계·장비,KOSDAQ
015390,화학,KOSDAQ
078340,디지털컨텐츠,KOSDAQ
062730,기계·장비,KOSDAQ
063440,출판·매체복제,KOSDAQ
073780,"농업, 임업 및 어업",KOSDAQ
029480,통신장비,KOSDAQ
052400,소프트웨어,KOSDAQ
025880,음식료·담배,KOSDAQ
035950,금속,KOSDAQ
053590,유통,KOSDAQ
053595,유통,KOSDAQ
066340,통신장비,KOSDAQ
073010,기계·장비,KOSDAQ
083550,화학,KOSDAQ
032500,통신장비,KOSDAQ
038830,통신장비,KOSDAQ
077960,기계·장비,KOSDAQ
064820,운송장비·부품,KOSDAQ
024880,금속,KOSDAQ
042040,화학,KOSDAQ
054410,금속,KOSDAQ
089010,IT부품,KOSDAQ
094860,컴퓨터서비스,KOSDAQ
054620,반도체,KOSDAQ
046070,운송장비·부품,KOSDAQ
068760,컴퓨터서비스,KOSDAQ
041800,통신장비,KOSDAQ
046210,금속,KOSDAQ
008340,금속,KOSDAQ
027050,화학,KOSDAQ
101670,금속,KOSDAQ
036690,통신장비,KOSDAQ
049430,의료·정밀기기,KOSDAQ
059090,반도체,KOSDAQ
041960,제약,KOSDAQ
053170,컴퓨터서비스,KOSDAQ
017160,음식료·담배,KOSDAQ
048870,반도체,KOSDAQ
052350,컴퓨터서비스,KOSDAQ
039990,컴퓨터서비스,KOSDAQ
038530,통신장비,KOSDAQ
052210,통신장비,KOSDAQ
029960,기타서비스,KOSDAQ
022520,컴퓨터서비스,KOSDAQ
056000,정보기기,KOSDAQ
900020,기타서비스,KOSDAQ
056360,통신장비,KOSDAQ
039530,음식료·담배,KOSDAQ
015710,통신장비,KOSDAQ
052330,정보기기,KOSDAQ
050110,IT부품,KOSDAQ
056020,의료·정밀기기,KOSDAQ
060280,출판·매체복제,KOSDAQ
040350,컴퓨터서비스,KOSDAQ
051780,반도체,KOSDAQ
045050,정보기기,KOSDAQ
035210,방송서비스,KOSDAQ
052880,기타서비스,KOSDAQ
066310,반도체,KOSDAQ
016600,금융,KOSDAQ
067280,디지털컨텐츠,KOSDAQ
067290,금속,KOSDAQ
043590,IT부품,KOSDAQ
083790,기타서비스,KOSDAQ
045520,종이·목재,KOSDAQ
037550,정보기기,KOSDAQ
067130,오락·문화,KOSDAQ
039490,금융,KOSDAQ
054780,기타서비스,KOSDAQ
065130,기계·장비,KOSDAQ
023160,금속,KOSDAQ
048140,일반전기전자,KOSDAQ
036210,IT부품,KOSDAQ
072520,IT부품,KOSDAQ
053620,금속,KOSDAQ
044490,금속,KOSDAQ
032420,통신장비,KOSDAQ
053320,유통,KOSDAQ
095610,반도체,KOSDAQ
048510,반도체,KOSDAQ
076090,기계·장비,KOSDAQ
036830,화학,KOSDAQ
038540,IT부품,KOSDAQ
036840,섬유·의류,KOSDAQ
054450,반도체,KOSDAQ
091440,통신장비,KOSDAQ
056730,통신장비,KOSDAQ
051360,정보기기,KOSDAQ
037700,유통,KOSDAQ
045340,소프트웨어,KOSDAQ
057880,통신장비,KOSDAQ
038410,유통,KOSDAQ
053070,정보기기,KOSDAQ
026150,건설,KOSDAQ
037340,통신장비,KOSDAQ
064760,반도체,KOSDAQ
066350,기계·장비,KOSDAQ
035620,오락·문화,KOSDAQ
062860,반도체,KOSDAQ
067950,기계·장비,KOSDAQ
060900,유통,KOSDAQ
084730,통신장비,KOSDAQ
034230,오락·문화,KOSDAQ
033540,기계·장비,KOSDAQ
039850,유통,KOSDAQ
043200,기계·장비,KOSDAQ
037070,일반전기전자,KOSDAQ
047310,IT부품,KOSDAQ
039230,반도체,KOSDAQ
049120,IT부품,KOSDAQ
038950,통신장비,KOSDAQ
028040,정보기기,KOSDAQ
091700,IT부품,KOSDAQ
035500,오락·문화,KOSDAQ
043090,유통,KOSDAQ
068050,오락·문화,KOSDAQ
025460,기타서비스,KOSDAQ
088020,반도체,KOSDAQ
089480,금속,KOSDAQ
043370,운송장비·부품,KOSDAQ
048270,출판·매체복제,KOSDAQ
022100,컴퓨터서비스,KOSDAQ
003670,비금속,KOSDAQ
038810,출판·매체복제,KOSDAQ
078860,소프트웨어,KOSDAQ
049690,기타서비스,KOSDAQ
065610,화학,KOSDAQ
033190,화학,KOSDAQ
005670,음식료·담배,KOSDAQ
094940,정보기기,KOSDAQ
007330,금융,KOSDAQ
093380,금속,KOSDAQ
065940,화학,KOSDAQ
023900,음식료·담배,KOSDAQ
024850,반도체,KOSDAQ
058690,컴퓨터서비스,KOSDAQ
035200,화학,KOSDAQ
053610,반도체,KOSDAQ
073570,반도체,KOSDAQ
053700,정보기기,KOSDAQ
053160,일반전기전자,KOSDAQ
066410,디지털컨텐츠,KOSDAQ
075130,컴퓨터서비스,KOSDAQ
036660,오락·문화,KOSDAQ
032580,반도체,KOSDAQ
051380,유통,KOSDAQ
054340,IT부품,KOSDAQ
031980,반도체,KOSDAQ
002230,운송장비·부품,KOSDAQ
082390,IT부품,KOSDAQ
006140,의료·정밀기기,KOSDAQ
064800,소프트웨어,KOSDAQ
033290,IT부품,KOSDAQ
067310,반도체,KOSDAQ
039130,기타서비스,KOSDAQ
024660,음식료·담배,KOSDAQ
079340,IT부품,KOSDAQ
013030,금속,KOSDAQ
057100,소프트웨어,KOSDAQ
066980,IT부품,KOSDAQ
066130,일반전기전자,KOSDAQ
044780,기계·장비,KOSDAQ
004590,기타제조,KOSDAQ
039340,방송서비스,KOSDAQ
019550,금융,KOSDAQ
034950,기타서비스,KOSDAQ
024120,운송장비·부품,KOSDAQ
060250,소프트웨어,KOSDAQ
025550,금속,KOSDAQ
017890,화학,KOSDAQ
017010,의료·정밀기기,KOSDAQ
063570,통신서비스,KOSDAQ
039740,유통,KOSDAQ
025770,통신서비스,KOSDAQ
021880,금융,KOSDAQ
023760,금융,KOSDAQ
089150,정보기기,KOSDAQ
021650,화학,KOSDAQ
034830,금융,KOSDAQ
054040,IT부품,KOSDAQ
037230,종이·목재,KOSDAQ
040180,컴퓨터서비스,KOSDAQ
030520,소프트웨어,KOSDAQ
052600,통신서비스,KOSDAQ
052270,통신장비,KOSDAQ
092460,운송장비·부품,KOSDAQ
021060,금융,KOSDAQ
021080,금융,KOSDAQ
043890,방송서비스,KOSDAQ
047080,디지털컨텐츠,KOSDAQ
044070,제약,KOSDAQ
037950,IT부품,KOSDAQ
070590,컴퓨터서비스,KOSDAQ
030190,기타서비스,KOSDAQ
078350,반도체,KOSDAQ
045100,건설,KOSDAQ
037020,인터넷,KOSDAQ
024740,운송장비·부품,KOSDAQ
005860,음식료·담배,KOSDAQ
007770,화학,KOSDAQ
061460,화학,KOSDAQ
079170,금속,KOSDAQ
076080,기계·장비,KOSDAQ
060230,오락·문화,KOSDAQ
082210,IT부품,KOSDAQ
034810,기타서비스,KOSDAQ
058480,금속,KOSDAQ
032380,소프트웨어,KOSDAQ
008800,비금속,KOSDAQ
054300,기계·장비,KOSDAQ
036270,컴퓨터서비스,KOSDAQ
039350,제약,KOSDAQ
035480,통신장비,KOSDAQ
048410,정보기기,KOSDAQ
026180,컴퓨터서비스,KOSDAQ
039010,통신장비,KOSDAQ
092300,IT부품,KOSDAQ
053660,금속,KOSDAQ
013450,화학,KOSDAQ
060560,유통,KOSDAQ
064240,통신장비,KOSDAQ
039610,기계·장비,KOSDAQ
086250,기계·장비,KOSDAQ
045890,기계·장비,KOSDAQ
033500,화학,KOSDAQ
061250,제약,KOSDAQ
032560,금속,KOSDAQ
097870,화학,KOSDAQ
014190,유통,KOSDAQ
050090,IT부품,KOSDAQ
046940,소프트웨어,KOSDAQ
028080,통신장비,KOSDAQ
066060,기타서비스,KOSDAQ
064090,통신장비,KOSDAQ
065510,의료·정밀기기,KOSDAQ
084110,제약,KOSDAQ
024060,유통,KOSDAQ
037440,기타서비스,KOSDAQ
019640,건설,KOSDAQ
900070,기타서비스,KOSDAQ
099520,통신장비,KOSDAQ
114450,제약,KOSDAQ
114190,금속,KOSDAQ
063080,디지털컨텐츠,KOSDAQ
104200,디지털컨텐츠,KOSDAQ
101400,반도체,KOSDAQ
099440,통신장비,KOSDAQ
104040,금속,KOSDAQ
100130,금속,KOSDAQ
099410,운송장비·부품,KOSDAQ
104460,기계·장비,KOSDAQ
109860,금속,KOSDAQ
109740,기계·장비,KOSDAQ
101000,운송장비·부품,KOSDAQ
108860,소프트웨어,KOSDAQ
086900,제약,KOSDAQ
096640,IT부품,KOSDAQ
110310,IT부품,KOSDAQ
100120,의료·정밀기기,KOSDAQ
082920,IT부품,KOSDAQ
099220,유통,KOSDAQ
087220,금속,KOSDAQ
099660,금속,KOSDAQ
052860,반도체,KOSDAQ
102120,반도체,KOSDAQ
103230,기계·장비,KOSDAQ
101490,반도체,KOSDAQ
098660,섬유·의류,KOSDAQ
071670,기계·장비,KOSDAQ
095300,기계·장비,KOSDAQ
101170,기계·장비,KOSDAQ
112040,디지털컨텐츠,KOSDAQ
078070,통신장비,KOSDAQ
109960,통신장비,KOSDAQ
086890,제약,KOSDAQ
102710,화학,KOSDAQ
088290,운송장비·부품,KOSDAQ
095700,기타서비스,KOSDAQ
101730,디지털컨텐츠,KOSDAQ
900060,기타서비스,KOSDAQ
900080,기타서비스,KOSDAQ
109820,기타서비스,KOSDAQ
900040,기타서비스,KOSDAQ
105330,IT부품,KOSDAQ
102940,제약,KOSDAQ
108230,기계·장비,KOSDAQ
081150,금속,KOSDAQ
106240,IT부품,KOSDAQ
101680,기계·장비,KOSDAQ
042520,제약,KOSDAQ
102210,운송장비·부품,KOSDAQ
115160,통신장비,KOSDAQ
010240,기계·장비,KOSDAQ
126640,금융,KOSDAQ
126680,금융,KOSDAQ
123410,금융,KOSDAQ
069140,금속,KOSDAQ
900100,유통,KOSDAQ
068240,IT부품,KOSDAQ
033830,방송서비스,KOSDAQ
123550,금융,KOSDAQ
120240,화학,KOSDAQ
128910,금융,KOSDAQ
115450,소프트웨어,KOSDAQ
105740,기계·장비,KOSDAQ
100030,소프트웨어,KOSDAQ
101330,IT부품,KOSDAQ
121950,금융,KOSDAQ
123300,금융,KOSDAQ
111870,일반전기전자,KOSDAQ
900150,기타서비스,KOSDAQ
096690,정보기기,KOSDAQ
070300,소프트웨어,KOSDAQ
115570,화학,KOSDAQ
111610,건설,KOSDAQ
033170,반도체,KOSDAQ
123750,금융,KOSDAQ
122690,금융,KOSDAQ
108320,반도체,KOSDAQ
096530,제약,KOSDAQ
123860,반도체,KOSDAQ
050860,기계·장비,KOSDAQ
068940,정보기기,KOSDAQ
119830,반도체,KOSDAQ
117670,반도체,KOSDAQ
131400,IT부품,KOSDAQ
121890,정보기기,KOSDAQ
123910,금융,KOSDAQ
114570,반도체,KOSDAQ
105070,금속,KOSDAQ
123040,운송장비·부품,KOSDAQ
130960,기타서비스,KOSDAQ
122990,반도체,KOSDAQ
114630,화학,KOSDAQ
115440,통신장비,KOSDAQ
900130,기타서비스,KOSDAQ
089850,소프트웨어,KOSDAQ
067920,소프트웨어,KOSDAQ
115610,반도체,KOSDAQ
900110,기타서비스,KOSDAQ
126700,금융,KOSDAQ
119610,의료·정밀기기,KOSDAQ
115310,통신서비스,KOSDAQ
071200,소프트웨어,KOSDAQ
101930,운송장비·부품,KOSDAQ
900120,기타서비스,KOSDAQ
900090,기타서비스,KOSDAQ
111820,인터넷,KOSDAQ
115500,컴퓨터서비스,KOSDAQ
046120,기타서비스,KOSDAQ
058400,방송서비스,KOSDAQ
122800,금속,KOSDAQ
080530,기계·장비,KOSDAQ
078650,의료·정밀기기,KOSDAQ
126600,화학,KOSDAQ
114120,IT부품,KOSDAQ
123840,금융,KOSDAQ
079970,소프트웨어,KOSDAQ
119500,금속,KOSDAQ
128660,금속,KOSDAQ
123420,금융,KOSDAQ
106080,IT부품,KOSDAQ
131030,금융,KOSDAQ
106190,제약,KOSDAQ
123290,금융,KOSDAQ
041460,소프트웨어,KOSDAQ
124050,금융,KOSDAQ
122350,금융,KOSDAQ
123160,금융,KOSDAQ
122450,방송서비스,KOSDAQ
139050,컴퓨터서비스,KOSDAQ
121440,소프트웨어,KOSDAQ
121600,화학,KOSDAQ
138610,제약,KOSDAQ
130580,기타서비스,KOSDAQ
139670,소프트웨어,KOSDAQ
137940,의료·정밀기기,KOSDAQ
119860,인터넷,KOSDAQ
108380,운송장비·부품,KOSDAQ
131220,유통,KOSDAQ
127120,기타서비스,KOSDAQ
131180,정보기기,KOSDAQ
090360,기계·장비,KOSDAQ
131100,IT부품,KOSDAQ
008470,금속,KOSDAQ
033560,IT부품,KOSDAQ
123260,반도체,KOSDAQ
089980,화학,KOSDAQ
100660,기계·장비,KOSDAQ
131090,소프트웨어,KOSDAQ
138070,금속,KOSDAQ
007820,기계·장비,KOSDAQ
136510,기계·장비,KOSDAQ
110500,기계·장비,KOSDAQ
099830,컴퓨터서비스,KOSDAQ
115530,IT부품,KOSDAQ
115480,의료·정밀기기,KOSDAQ
101240,화학,KOSDAQ
143160,통신장비,KOSDAQ
040910,반도체,KOSDAQ
089530,반도체,KOSDAQ
112240,화학,KOSDAQ
061970,반도체,KOSDAQ
138690,반도체,KOSDAQ
109080,통신장비,KOSDAQ
122870,오락·문화,KOSDAQ
900180,기타서비스,KOSDAQ
104830,반도체,KOSDAQ
136540,소프트웨어,KOSDAQ
123570,기타서비스,KOSDAQ
134060,출판·매체복제,KOSDAQ
064290,반도체,KOSDAQ
048530,제약,KOSDAQ
123330,화학,KOSDAQ
137950,화학,KOSDAQ
126880,기계·장비,KOSDAQ
043290,의료·정밀기기,KOSDAQ
131370,금융,KOSDAQ
093320,인터넷,KOSDAQ
019770,기계·장비,KOSDAQ
123100,반도체,KOSDAQ
089030,반도체,KOSDAQ
121800,통신장비,KOSDAQ
131290,반도체,KOSDAQ
104480,화학,KOSDAQ
130740,운송장비·부품,KOSDAQ
131390,일반전기전자,KOSDAQ
136480,음식료·담배,KOSDAQ
134780,운송장비·부품,KOSDAQ
159910,반도체,KOSDAQ
950110,출판·매체복제,KOSDAQ
151910,IT부품,KOSDAQ
091590,건설,KOSDAQ
153460,소프트웨어,KOSDAQ
126870,기계·장비,KOSDAQ
140410,기타서비스,KOSDAQ
113810,운송장비·부품,KOSDAQ
106520,의료·정밀기기,KOSDAQ
141070,기계·장비,KOSDAQ
149940,통신장비,KOSDAQ
141000,반도체,KOSDAQ
072950,반도체,KOSDAQ
143240,인터넷,KOSDAQ
149950,IT부품,KOSDAQ
097520,IT부품,KOSDAQ
155650,IT부품,KOSDAQ
046970,통신장비,KOSDAQ
101970,금속,KOSDAQ
147830,금속,KOSDAQ
121850,IT부품,KOSDAQ
137400,기계·장비,KOSDAQ
151860,전기·가스·수도,KOSDAQ
130500,섬유·의류,KOSDAQ
049080,IT부품,KOSDAQ
089600,기타서비스,KOSDAQ
168330,기타서비스,KOSDAQ
134580,통신장비,KOSDAQ
171120,화학,KOSDAQ
171010,반도체,KOSDAQ
141080,제약,KOSDAQ
161570,정보기기,KOSDAQ
158380,운송장비·부품,KOSDAQ
158310,기계·장비,KOSDAQ
154040,IT부품,KOSDAQ
092040,음식료·담배,KOSDAQ
099190,의료·정밀기기,KOSDAQ
114810,IT부품,KOSDAQ
085810,소프트웨어,KOSDAQ
138360,화학,KOSDAQ
950130,제약,KOSDAQ
067570,운송장비·부품,KOSDAQ
170920,반도체,KOSDAQ
182360,금융,KOSDAQ
153490,반도체,KOSDAQ
097800,반도체,KOSDAQ
090850,기타서비스,KOSDAQ
150840,의료·정밀기기,KOSDAQ
159580,유통,KOSDAQ
155960,IT부품,KOSDAQ
119850,일반전기전자,KOSDAQ
104540,의료·정밀기기,KOSDAQ
184230,금융,KOSDAQ
131970,반도체,KOSDAQ
150900,소프트웨어,KOSDAQ
170790,통신장비,KOSDAQ
141020,통신장비,KOSDAQ
076610,IT부품,KOSDAQ
170030,운송장비·부품,KOSDAQ
204840,금융,KOSDAQ
160550,오락·문화,KOSDAQ
178920,화학,KOSDAQ
192410,통신장비,KOSDAQ
208710,금융,KOSDAQ
205100,금융,KOSDAQ
060480,금속,KOSDAQ
142280,제약,KOSDAQ
204440,금융,KOSDAQ
140520,금속,KOSDAQ
090410,금속,KOSDAQ
194480,디지털컨텐츠,KOSDAQ
207760,금융,KOSDAQ
196490,기계·장비,KOSDAQ
187220,기타서비스,KOSDAQ
084650,기타서비스,KOSDAQ
041920,의료·정밀기기,KOSDAQ
200130,금융,KOSDAQ
200780,제약,KOSDAQ
189860,일반전기전자,KOSDAQ
192440,IT부품,KOSDAQ
203650,금융,KOSDAQ
187270,IT부품,KOSDAQ
067390,운송장비·부품,KOSDAQ
124500,컴퓨터서비스,KOSDAQ
059120,반도체,KOSDAQ
196170,기타서비스,KOSDAQ
200710,반도체,KOSDAQ
173940,오락·문화,KOSDAQ
206640,금융,KOSDAQ
208140,금융,KOSDAQ
193250,IT부품,KOSDAQ
143540,반도체,KOSDAQ
138080,통신장비,KOSDAQ
080580,반도체,KOSDAQ
207720,금융,KOSDAQ
198440,금융,KOSDAQ
192390,금속,KOSDAQ
204620,금융,KOSDAQ
187790,금융,KOSDAQ
108790,유통,KOSDAQ
196450,의료·정밀기기,KOSDAQ
004650,음식료·담배,KOSDAQ
071850,운송장비·부품,KOSDAQ
203690,금융,KOSDAQ
205500,금융,KOSDAQ
208350,금융,KOSDAQ
208640,금융,KOSDAQ
192250,소프트웨어,KOSDAQ
204650,금융,KOSDAQ
191420,제약,KOSDAQ
182690,반도체,KOSDAQ
200230,통신장비,KOSDAQ
105550,운송장비·부품,KOSDAQ
177830,일반전기전자,KOSDAQ
194510,디지털컨텐츠,KOSDAQ
208370,금융,KOSDAQ
208870,금융,KOSDAQ
194610,금융,KOSDAQ
149980,의료·정밀기기,KOSDAQ
200470,반도체,KOSDAQ
205470,금융,KOSDAQ
206400,금융,KOSDAQ
053300,소프트웨어,KOSDAQ
204630,금융,KOSDAQ
204760,금융,KOSDAQ
200670,제약,KOSDAQ
225430,금융,KOSDAQ
207930,금융,KOSDAQ
219550,금융,KOSDAQ
217730,기타서비스,KOSDAQ
206660,금융,KOSDAQ
219580,금융,KOSDAQ
227950,금융,KOSDAQ
215000,소프트웨어,KOSDAQ
222810,금융,KOSDAQ
223040,금융,KOSDAQ
190510,IT부품,KOSDAQ
212560,운송장비·부품,KOSDAQ
222040,음식료·담배,KOSDAQ
217270,금융,KOSDAQ
232140,금융,KOSDAQ
215480,금융,KOSDAQ
215580,금융,KOSDAQ
192080,디지털컨텐츠,KOSDAQ
213420,반도체,KOSDAQ
206560,오락·문화,KOSDAQ
226440,금융,KOSDAQ
230490,금융,KOSDAQ
094170,반도체,KOSDAQ
067730,컴퓨터서비스,KOSDAQ
197210,반도체,KOSDAQ
127160,반도체,KOSDAQ
215200,기타서비스,KOSDAQ
133750,기타서비스,KOSDAQ
058110,의료·정밀기기,KOSDAQ
215750,금융,KOSDAQ
222420,금융,KOSDAQ
213090,소프트웨어,KOSDAQ
214180,소프트웨어,KOSDAQ
177350,반도체,KOSDAQ
225530,광업,KOSDAQ
214310,반도체,KOSDAQ
225590,금융,KOSDAQ
222800,반도체,KOSDAQ
160980,반도체,KOSDAQ
047920,기타서비스,KOSDAQ
127710,디지털컨텐츠,KOSDAQ
214430,일반전기전자,KOSDAQ
185490,기타서비스,KOSDAQ
013310,운송장비·부품,KOSDAQ
160600,기계·장비,KOSDAQ
109610,금속,KOSDAQ
226340,금융,KOSDAQ
224110,정보기기,KOSDAQ
182400,제약,KOSDAQ
214870,통신장비,KOSDAQ
092870,반도체,KOSDAQ
217820,기계·장비,KOSDAQ
215790,금융,KOSDAQ
217810,금융,KOSDAQ
218410,금융,KOSDAQ
225570,금융,KOSDAQ
220260,금융,KOSDAQ
180400,의료·정밀기기,KOSDAQ
115960,화학,KOSDAQ
122640,반도체,KOSDAQ
215360,운송장비·부품,KOSDAQ
196700,화학,KOSDAQ
219960,금융,KOSDAQ
056090,의료·정밀기기,KOSDAQ
195990,기계·장비,KOSDAQ
221200,금융,KOSDAQ
215090,금융,KOSDAQ
178780,IT부품,KOSDAQ
191410,IT부품,KOSDAQ
217600,금융,KOSDAQ
225440,금융,KOSDAQ
223310,소프트웨어,KOSDAQ
175140,통신장비,KOSDAQ
217190,반도체,KOSDAQ
187420,제약,KOSDAQ
094360,소프트웨어,KOSDAQ
214370,제약,KOSDAQ
221980,화학,KOSDAQ
214270,금융,KOSDAQ
222390,금융,KOSDAQ
214150,금융,KOSDAQ
220630,금융,KOSDAQ
224060,반도체,KOSDAQ
166480,제약,KOSDAQ
225650,일반전기전자,KOSDAQ
218710,금융,KOSDAQ
226850,금융,KOSDAQ
219130,반도체,KOSDAQ
214450,유통,KOSDAQ
131760,IT부품,KOSDAQ
140860,의료·정밀기기,KOSDAQ
087010,제약,KOSDAQ
189690,소프트웨어,KOSDAQ
087600,반도체,KOSDAQ
230240,금융,KOSDAQ
215100,금융,KOSDAQ
218150,금융,KOSDAQ
217500,금융,KOSDAQ
221840,운송장비·부품,KOSDAQ
222080,금융,KOSDAQ
222980,음식료·담배,KOSDAQ
217620,금융,KOSDAQ
215380,금융,KOSDAQ
214680,금융,KOSDAQ
219860,금융,KOSDAQ
221950,금융,KOSDAQ
226360,금융,KOSDAQ
145020,제약,KOSDAQ
189980,음식료·담배,KOSDAQ
060310,반도체,KOSDAQ
054620,반도체,KOSDAQ
211270,통신장비,KOSDAQ
032040,기타서비스,KOSDAQ
130960,방송서비스,KOSDAQ
035760,방송서비스,KOSDAQ
051500,유통,KOSDAQ
058820,제약,KOSDAQ
023460,금융,KOSDAQ
065770,통신장비,KOSDAQ
083660,화학,KOSDAQ
068790,기계·장비,KOSDAQ
241520,금융,KOSDAQ
037370,유통,KOSDAQ
079190,통신장비,KOSDAQ
130500,섬유·의류,KOSDAQ
032860,기타서비스,KOSDAQ
900290,기타서비스,KOSDAQ
083450,반도체,KOSDAQ
028150,방송서비스,KOSDAQ
078150,기계·장비,KOSDAQ
036640,화학,KOSDAQ
225430,금융,KOSDAQ
254120,금융,KOSDAQ
252500,금융,KOSDAQ
095340,반도체,KOSDAQ
099520,통신장비,KOSDAQ
067290,제약,KOSDAQ
035900,오락·문화,KOSDAQ
024120,운송장비·부품,KOSDAQ
021320,건설,KOSDAQ
036670,화학,KOSDAQ
044180,건설,KOSDAQ
151860,전기·가스·수도,KOSDAQ
046440,소프트웨어,KOSDAQ
035600,소프트웨어,KOSDAQ
060720,IT부품,KOSDAQ
083470,IT부품,KOSDAQ
122450,방송서비스,KOSDAQ
052900,반도체,KOSDAQ
058400,방송서비스,KOSDAQ
114450,제약,KOSDAQ
036030,인터넷,KOSDAQ
043610,디지털컨텐츠,KOSDAQ
060370,건설,KOSDAQ
159910,반도체,KOSDAQ
086960,소프트웨어,KOSDAQ
065150,유통,KOSDAQ
160550,오락·문화,KOSDAQ
060250,소프트웨어,KOSDAQ
030190,기타서비스,KOSDAQ
024940,금속,KOSDAQ
091340,IT부품,KOSDAQ
950110,출판·매체복제,KOSDAQ
019550,금융,KOSDAQ
046140,오락·문화,KOSDAQ
036120,기타서비스,KOSDAQ
099220,유통,KOSDAQ
036540,반도체,KOSDAQ
040610,운송장비·부품,KOSDAQ
049470,소프트웨어,KOSDAQ
