일자,코스닥,화학,종이·목재,제약,일반전기전자,의료·정밀기기,음식료·담배,운송장비·부품,섬유·의류,비금속,기계·장비,금속,IT H/W,IT S/W & SVC,통신방송서비스,유통,운송,오락·문화,금융,건설,제조업,IT부품,반도체,정보기기,통신장비,컴퓨터서비스,소프트웨어,디지털컨텐츠,인터넷,방송서비스,통신서비스,기타제조,출판·매체복제,기타서비스
2019/11/07,666.15,2176.2,10982.59,7503.81,714.99,1362.29,9218.69,7670.69,136.08,51029.02,514.85,1546.32,426.19,1611.0,1383.7,388.22,3789.22,497.15,626.01,74.57,2224.1,746.42,987.37,13.78,199.55,278.82,225.82,914.71,15207.46,4527.17,755.17,1160.55,3947.92,2647.64
2019/11/06,669.68,2207.13,11261.78,7520.78,723.99,1358.81,9227.47,7328.17,135.95,51645.28,519.76,1556.2,433.03,1616.28,1405.15,392.93,3771.58,498.53,626.62,74.57,2224.71,759.98,1001.19,13.72,203.74,275.41,224.95,927.71,15131.67,4602.65,763.69,1178.1,3932.64,2648.26
2019/11/05,672.18,2187.67,10989.66,7557.27,720.87,1337.68,9156.76,7928.13,136.21,50858.46,522.5,1545.17,432.77,1611.24,1413.12,394.12,3527.35,497.96,629.06,73.63,2239.96,756.3,1008.19,13.56,201.47,273.04,223.49,929.35,15008.2,4647.12,757.01,1191.34,3905.56,2679.57
2019/11/04,668.45,2183.68,10887.92,7316.24,726.09,1325.97,9095.11,8240.74,136.17,50648.46,519.48,1536.49,433.6,1613.9,1406.9,389.74,3630.92,497.58,634.96,73.81,2225.01,755.92,1014.4,13.54,200.54,273.17,221.81,937.33,15144.29,4627.61,753.11,1204.73,3868.31,2603.45
2019/11/01,662.34,2182.88,10809.16,7224.91,729.12,1314.32,9003.01,8108.81,135.01,50198.48,510.69,1515.04,432.53,1604.8,1384.26,386.59,3415.71,488.54,627.88,71.05,2202.19,752.21,1001.63,13.54,206.46,273.8,220.18,932.61,15006.58,4540.02,748.88,1186.11,3813.43,2569.36
2019/10/31,658.52,2170.15,11049.26,7144.15,725.67,1307.98,8871.44,8116.52,134.66,49607.52,510.29,1519.37,431.1,1594.05,1363.93,388.72,3326.87,482.61,625.88,70.89,2190.53,751.45,1003.73,13.46,202.08,274.79,217.48,926.5,15138.36,4455.21,748.76,1175.18,3798.8,2528.43
2019/10/30,655.04,2149.4,10517.83,7119.15,716.89,1297.14,8800.62,8137.05,133.46,49288.12,500.88,1514.18,427.76,1583.26,1367.45,390.8,3297.16,481.73,622.6,70.03,2173.95,746.57,996.8,13.42,199.42,269.13,215.52,922.8,15183.08,4476.15,745.01,1174.03,3789.72,2529.99
2019/10/29,658.3,2151.63,10640.76,7171.5,725.33,1302.46,8789.95,7904.69,133.82,49854.79,505.06,1525.66,435.24,1575.46,1358.05,393.2,3324.42,476.41,629.81,70.47,2178.01,755.85,1020.88,13.51,201.53,267.88,216.24,909.72,15302.22,4438.12,744.25,1170.46,3804.28,2551.51
2019/10/28,652.42,2139.6,10694.32,7111.51,727.42,1289.09,8834.63,7073.52,133.3,49879.99,503.28,1522.0,435.85,1572.35,1359.19,391.38,3325.95,462.15,632.04,70.12,2142.02,755.71,1020.79,13.49,203.31,272.85,215.35,906.16,15262.1,4439.13,746.52,1178.59,3805.68,2530.14
2019/10/25,652.37,2133.98,10393.07,7003.95,718.12,1286.17,8833.64,7729.16,132.31,49792.91,500.13,1506.55,434.43,1563.75,1351.82,386.89,3366.38,462.87,625.79,69.71,2147.37,753.3,1019.8,13.52,201.22,269.94,212.77,906.56,15232.71,4421.44,738.62,1192.89,3816.72,2568.3
2019/10/24,658.75,2123.78,10739.9,7120.35,733.4,1292.01,8957.09,8553.03,133.59,48154.28,498.28,1509.39,433.58,1558.06,1351.56,390.03,3347.58,467.02,627.08,70.26,2187.62,743.91,1003.21,13.48,212.68,270.78,212.33,900.6,15205.34,4424.26,736.28,1193.32,3731.25,2619.98
2019/10/23,658.98,2124.64,10668.06,7219.61,722.57,1285.94,8966.16,8440.34,135.22,47879.39,494.05,1506.61,432.06,1554.54,1351.34,403.35,3316.07,461.04,628.33,70.06,2185.2,739.74,1001.06,13.39,212.06,269.69,212.2,896.39,15284.64,4414.77,741.43,1184.91,3639.96,2612.96
2019/10/22,655.91,2155.17,10990.38,6982.78,737.38,1293.4,9006.44,8465.9,138.31,48908.93,495.47,1521.09,435.8,1571.3,1363.43,393.32,3342.86,467.04,629.43,71.48,2179.74,743.05,1012.7,13.53,213.75,275.23,214.37,905.08,15422.84,4457.06,746.39,1195.54,3673.83,2455.28
2019/10/21,649.18,2140.02,10914.45,6900.35,739.5,1285.78,9018.35,8102.56,137.71,49092.44,495.75,1524.82,434.8,1558.25,1357.06,380.19,3342.0,461.77,626.0,71.43,2158.44,741.32,1009.9,13.45,213.63,274.29,212.59,895.12,15438.18,4426.93,748.5,1198.51,3659.54,2410.17
2019/10/18,646.69,2162.64,11003.79,6960.57,743.73,1298.43,9200.13,7061.39,139.61,49544.45,495.14,1537.89,433.76,1567.72,1359.44,384.0,3396.84,465.26,631.67,72.26,2139.64,737.65,1004.75,13.64,215.01,277.87,214.47,898.08,15456.43,4428.02,753.8,1227.27,3717.67,2361.42
2019/10/17,649.29,2168.16,11451.32,7061.48,741.66,1306.19,9237.36,7018.97,140.02,48574.55,496.66,1541.29,435.41,1571.89,1368.37,389.08,3387.87,468.35,633.45,71.89,2150.21,733.54,1014.34,13.7,216.12,277.1,214.82,901.86,15529.77,4454.76,760.18,1236.86,3692.0,2347.41
2019/10/16,651.96,2159.11,10280.81,7192.51,738.24,1327.08,9390.98,7028.85,142.0,49258.63,499.9,1548.17,436.49,1564.48,1375.43,392.3,3405.59,468.44,631.28,71.77,2164.45,736.46,1020.04,13.82,214.17,278.65,215.26,888.76,15632.58,4473.4,766.7,1245.53,3704.83,2365.35
2019/10/15,646.8,2147.34,10179.6,7096.97,728.76,1311.24,9291.03,6869.67,139.87,48847.62,496.4,1553.3,432.3,1553.65,1370.46,387.02,3384.05,470.95,624.16,71.49,2140.87,729.64,1012.11,13.65,211.07,275.07,212.96,889.19,15277.68,4451.36,767.47,1250.29,3691.03,2380.88
2019/10/14,641.46,2141.84,10253.72,7045.48,721.72,1305.41,9281.74,6822.58,137.89,48195.8,484.44,1545.24,426.03,1550.76,1379.55,386.25,3388.86,468.03,622.82,70.96,2122.4,722.54,990.1,13.58,209.96,273.29,211.93,889.46,15352.3,4484.98,770.1,1229.28,3624.49,2352.4
2019/10/11,632.95,2122.45,10185.66,6947.64,720.1,1293.58,9251.76,6450.56,136.35,47064.54,476.06,1510.67,421.61,1546.26,1352.44,383.39,3369.49,452.42,618.24,70.18,2087.37,719.08,967.08,13.45,212.69,266.81,212.35,885.78,15407.79,4381.47,764.18,1233.67,3577.38,2323.56
2019/10/10,634.73,2103.33,10266.3,6963.96,717.13,1284.98,9259.45,6515.7,135.38,47044.91,474.96,1504.37,422.79,1552.82,1336.62,385.58,3393.27,446.36,616.7,70.51,2085.47,719.03,970.49,13.37,214.2,274.85,212.19,892.69,15121.25,4312.07,766.14,1217.77,3570.61,2393.34
2019/10/08,635.41,2126.77,10259.92,6951.63,702.16,1283.54,9342.57,6414.04,132.08,47097.69,480.2,1514.49,423.41,1558.36,1337.22,386.84,3442.14,451.53,620.47,70.46,2084.15,718.75,980.83,13.32,210.49,278.0,212.31,895.88,15251.9,4303.24,772.94,1228.32,3575.67,2388.14
2019/10/07,627.21,2044.54,10129.63,7016.57,687.86,1272.72,9488.22,6373.8,131.37,46717.32,475.55,1512.86,413.65,1548.07,1327.28,384.74,3255.36,450.13,609.22,69.96,2071.0,707.9,950.45,13.25,206.45,273.33,211.55,889.78,15129.29,4254.65,777.16,1193.98,3563.57,2300.7
2019/10/04,621.84,2053.52,10380.83,6705.23,708.18,1267.23,9543.65,5768.82,136.4,48704.56,479.45,1556.75,417.66,1563.16,1326.71,377.37,3285.97,457.99,613.57,71.61,2040.06,710.56,958.23,13.67,210.61,277.2,214.04,898.54,15056.86,4246.85,780.42,1222.08,3571.54,2159.44
2019/10/02,624.51,2055.62,10431.95,6772.43,712.68,1273.8,9724.78,5360.75,136.97,49235.12,482.21,1564.26,419.47,1573.62,1364.67,381.72,3290.84,467.68,625.05,72.28,2039.39,714.54,961.22,13.76,211.63,281.36,215.67,903.17,15085.68,4385.03,792.75,1193.86,3590.53,2146.6
2019/10/01,632.1,2080.79,10550.91,6926.26,717.2,1285.69,9708.43,5343.81,133.99,49477.43,488.06,1584.79,424.83,1574.45,1408.92,389.21,3312.32,468.67,634.24,72.72,2062.36,722.68,974.3,14.01,214.21,283.12,217.81,893.33,15292.65,4550.66,804.38,1190.87,3594.45,2190.0
2019/09/30,621.76,2073.02,10509.41,6662.97,710.98,1273.38,9907.28,5169.42,132.31,48851.31,485.08,1585.3,421.66,1558.56,1408.42,373.3,3288.65,465.26,628.62,72.38,2029.94,718.53,966.0,14.07,212.14,283.08,214.82,884.88,15178.93,4576.66,787.5,1223.87,3591.84,2094.06
2019/09/27,626.93,2082.24,10663.07,6801.69,718.5,1287.31,10080.43,4872.69,133.73,49203.95,488.97,1611.04,424.37,1569.89,1424.43,376.84,3301.7,470.62,638.65,72.74,2045.74,719.17,973.16,14.39,214.41,286.46,216.19,891.01,15299.65,4630.94,795.1,1287.67,3636.75,2118.61
2019/09/26,628.42,2071.06,10677.99,6845.84,715.92,1289.57,10049.72,4973.44,134.92,49405.44,493.37,1616.9,424.09,1569.53,1416.15,378.85,3317.02,467.43,643.46,73.22,2054.87,717.2,970.74,14.48,215.73,282.12,216.09,894.59,15215.23,4586.31,801.11,1300.47,3673.14,2133.92
2019/09/25,626.76,2084.63,10730.52,6729.52,716.8,1282.72,10201.44,4958.78,134.06,49161.74,490.24,1612.46,423.59,1572.25,1433.92,378.95,3313.09,462.23,641.72,73.35,2045.5,717.07,969.02,14.39,215.6,285.61,217.05,892.53,15207.93,4647.37,809.07,1317.03,3710.46,2116.63
2019/09/24,641.85,2144.99,11101.57,6862.78,745.48,1310.57,9970.69,5068.46,139.46,51184.18,502.29,1657.87,431.6,1604.33,1442.91,381.68,3377.21,479.2,655.07,75.56,2092.75,737.8,975.74,14.79,222.16,288.99,221.22,912.95,15543.43,4656.97,825.88,1364.19,3845.07,2252.63
2019/09/23,645.01,2139.16,11081.53,6896.93,749.98,1305.58,9844.81,5064.36,139.23,50651.49,504.22,1672.61,430.39,1599.75,1448.75,380.8,3373.66,483.21,657.3,75.39,2095.53,738.43,970.55,14.89,221.19,286.96,220.99,910.16,15455.99,4687.38,822.28,1382.28,3847.36,2384.08
2019/09/20,649.07,2160.43,11289.87,6974.34,751.34,1314.45,10165.05,4941.95,139.92,50674.58,507.04,1672.71,433.42,1605.25,1426.21,386.68,3330.08,480.6,663.46,75.1,2108.95,744.18,981.05,14.91,220.68,288.59,221.73,913.72,15437.78,4596.56,820.22,1386.94,3872.47,2418.3
2019/09/19,645.71,2151.26,11361.2,6984.97,742.44,1306.03,10001.99,4979.79,139.72,50391.51,504.61,1664.26,428.71,1597.16,1429.68,379.09,3330.2,476.5,659.31,74.21,2102.15,737.79,973.94,14.83,215.31,283.92,220.22,914.12,15217.11,4603.59,824.7,1381.2,3844.41,2447.36
2019/09/18,645.12,2133.25,11108.76,7044.06,733.47,1305.08,10446.11,5000.83,138.36,50451.94,498.38,1654.65,425.27,1586.36,1426.65,382.36,3320.5,475.34,661.3,74.22,2102.87,730.35,963.52,14.74,215.66,282.72,219.26,905.84,15093.31,4606.76,815.2,1357.61,3811.87,2470.82
2019/09/17,644.28,2134.83,11036.53,7114.51,731.44,1311.79,10268.36,5064.79,138.21,50927.91,500.34,1652.9,421.47,1581.53,1412.9,383.63,3334.9,463.2,661.21,74.28,2110.46,728.81,949.41,14.81,213.76,284.73,218.36,902.15,15038.24,4547.14,816.47,1341.31,3822.7,2488.0
2019/09/16,638.59,2128.21,11266.94,6914.19,736.1,1291.68,9493.5,5027.89,136.85,50632.05,496.6,1653.1,421.43,1576.28,1400.34,376.44,3342.96,464.67,654.93,74.46,2078.52,727.53,951.46,14.76,213.29,284.89,216.81,901.39,14986.49,4496.15,815.56,1345.95,3846.05,2471.15
2019/09/11,630.37,2114.12,11140.24,6799.1,732.05,1283.77,9371.73,4980.14,133.85,48943.9,489.21,1607.4,419.92,1576.63,1392.82,362.64,3275.23,459.48,646.79,73.04,2050.07,722.87,950.2,14.72,212.37,279.97,216.56,906.56,14920.95,4483.38,804.35,1325.39,3755.93,2400.02
2019/09/10,623.25,2090.29,11205.06,6671.59,725.92,1279.77,9230.36,4899.09,133.03,48706.6,484.83,1589.67,417.22,1568.73,1384.04,352.43,3225.14,454.98,640.06,72.34,2025.26,718.06,950.57,14.57,207.68,273.67,214.98,904.61,15054.6,4446.06,804.72,1308.49,3728.39,2361.73
2019/09/09,625.77,2099.42,11539.39,6775.54,714.04,1281.91,9307.74,4987.9,130.91,47644.8,483.34,1571.31,419.61,1577.36,1392.26,354.9,3179.96,445.19,643.87,70.63,2034.0,717.76,957.46,14.37,210.97,275.98,217.38,906.18,15010.67,4461.96,815.82,1314.86,3727.98,2385.09
2019/09/06,631.15,2104.72,11989.76,6802.93,734.97,1297.35,9432.19,5018.45,130.83,49178.14,485.58,1578.23,428.74,1577.55,1358.52,355.93,3184.7,434.56,651.07,71.16,2052.49,730.45,970.2,14.42,222.06,279.49,216.16,906.68,15175.48,4307.94,823.6,1314.78,3795.77,2419.69
2019/09/05,632.99,2115.0,11755.25,6800.94,729.61,1303.95,9482.92,5034.81,131.56,49132.49,486.51,1586.34,428.45,1588.88,1371.72,356.15,3197.71,438.93,653.73,71.33,2054.75,733.56,973.12,14.74,217.37,284.86,217.96,909.76,15323.98,4374.43,816.8,1321.88,3783.97,2446.02
2019/09/04,629.31,2113.56,10884.92,6831.46,728.07,1299.64,9623.27,5015.67,129.36,48710.95,476.03,1578.05,423.0,1586.31,1356.75,357.18,3188.87,435.58,650.58,70.8,2047.7,722.52,947.83,14.68,222.12,279.59,217.8,909.7,15389.81,4289.59,830.16,1367.41,3786.64,2425.17
2019/09/03,620.02,2091.66,10927.84,6782.18,704.41,1286.06,9430.88,4960.2,129.36,47545.89,469.8,1567.19,413.47,1562.07,1349.24,351.93,3181.76,433.3,637.2,70.55,2023.03,713.26,927.29,14.51,212.83,268.85,214.71,895.89,15451.22,4301.78,803.99,1370.68,3733.36,2388.74
2019/09/02,619.81,2067.68,11124.14,6823.11,698.83,1282.64,9499.54,5011.72,129.45,47494.03,469.9,1562.74,413.29,1564.19,1348.0,351.91,3167.28,424.16,634.89,70.25,2024.67,713.91,930.65,14.27,210.78,269.22,214.7,898.03,15481.25,4324.8,787.05,1359.31,3740.47,2398.17
2019/08/30,610.55,2059.47,11002.22,6696.33,685.9,1274.14,9167.27,4812.18,127.94,46846.83,466.08,1545.28,405.81,1545.56,1359.53,347.08,3190.71,420.7,628.22,70.03,1990.71,709.26,915.28,14.14,201.75,263.22,211.98,888.79,15380.21,4389.52,777.15,1323.49,3606.67,2354.2
2019/08/29,599.57,2032.28,10896.73,6636.3,672.63,1260.3,8964.57,4742.17,125.37,46071.35,457.88,1512.04,396.55,1518.01,1334.71,340.89,3180.82,410.79,609.22,69.02,1962.92,696.91,896.85,13.82,193.92,261.07,209.49,866.75,15109.77,4310.86,762.08,1338.08,3537.4,2309.41
2019/08/28,602.9,2055.03,10722.29,6669.91,671.18,1254.69,8909.32,4760.78,131.39,46373.89,465.94,1520.1,401.72,1523.59,1324.91,338.91,3203.22,410.09,615.84,69.21,1973.86,705.06,915.19,13.78,193.85,264.05,211.28,864.07,15258.13,4264.34,765.41,1341.92,3577.29,2321.61
2019/08/27,588.32,2030.78,10331.27,6300.53,657.5,1227.58,8659.74,4678.41,127.09,45348.71,459.15,1492.92,396.38,1500.28,1295.07,322.39,3203.03,399.44,608.7,68.41,1917.75,692.41,898.85,13.49,195.46,262.76,207.63,850.82,15001.07,4168.31,748.16,1348.67,3616.52,2255.78
2019/08/26,582.91,2012.55,10375.38,6271.29,654.2,1217.12,8647.65,4606.86,127.61,45088.1,453.9,1480.39,392.41,1476.28,1291.92,318.18,3173.07,390.56,604.13,67.66,1903.88,685.41,888.2,13.4,194.31,260.79,205.09,829.91,15050.59,4163.74,743.01,1358.69,3555.92,2250.78
2019/08/23,608.98,2075.76,10231.2,6615.38,678.0,1284.84,9032.23,4693.95,133.04,46904.24,472.64,1538.46,409.07,1537.73,1349.07,336.63,3244.93,411.72,632.74,69.55,1983.31,719.47,929.88,13.9,198.09,269.08,213.06,867.95,15688.28,4355.72,771.18,1373.03,3728.92,2374.41
2019/08/22,612.25,2075.41,10133.94,6729.81,669.42,1295.45,9102.77,4728.54,133.55,47250.88,474.39,1549.25,408.12,1538.98,1352.97,341.07,3255.19,419.7,636.32,70.21,1995.96,723.86,928.45,14.05,193.78,270.16,214.01,862.52,15964.55,4362.09,777.16,1355.75,3716.0,2405.63
2019/08/21,615.96,2097.01,10395.13,6766.69,671.12,1293.92,9156.18,4544.89,133.36,47885.45,479.39,1552.67,412.83,1542.82,1358.28,344.66,3276.6,426.17,642.2,70.75,2001.2,731.19,943.56,14.29,193.94,272.39,215.2,863.55,15803.41,4358.51,792.63,1357.21,3742.03,2415.41
2019/08/20,607.01,2085.65,10316.39,6583.2,664.53,1280.3,9076.34,4522.08,132.22,47060.58,470.69,1520.54,407.89,1532.06,1329.48,339.08,3264.86,417.0,638.19,70.36,1969.11,719.63,931.02,14.11,193.72,267.89,213.9,854.96,16018.3,4254.79,782.61,1341.11,3659.98,2366.53
2019/08/19,594.65,2036.38,10127.8,6328.41,640.26,1263.41,8846.93,4465.59,129.95,46549.63,463.02,1502.05,399.25,1500.2,1331.33,333.38,3236.56,411.4,628.16,69.46,1920.23,703.38,909.22,14.11,190.48,260.19,208.93,841.08,15620.29,4273.23,776.19,1323.74,3609.93,2331.06
2019/08/16,591.57,2046.95,10320.13,6309.5,637.44,1263.51,8715.5,4450.36,128.48,46462.76,459.86,1479.9,398.14,1486.75,1301.73,334.16,3190.37,404.36,624.5,68.39,1913.75,698.63,906.13,13.86,192.17,257.52,207.3,832.95,15475.49,4156.08,772.21,1319.52,3603.91,2315.59
2019/08/14,597.15,2084.49,10497.48,6333.82,648.48,1273.06,8695.58,4343.06,130.17,47294.98,465.08,1501.68,401.69,1506.59,1324.85,336.64,3255.74,413.16,637.19,69.94,1927.36,708.01,913.97,14.05,192.3,257.49,209.58,845.13,15946.15,4252.91,772.12,1298.08,3679.23,2326.04
2019/08/13,590.75,2081.78,10393.56,6312.05,636.79,1271.44,8639.84,4272.35,130.08,46646.75,458.94,1489.94,396.49,1503.27,1322.68,334.4,3237.65,409.43,630.71,69.36,1914.39,701.77,903.06,14.0,187.52,262.56,207.55,846.14,15822.94,4264.57,759.68,1359.85,3658.83,2235.1
2019/08/12,594.17,2088.25,10352.71,6363.73,640.53,1301.56,8647.19,4293.74,131.9,47278.96,457.34,1485.15,395.78,1518.93,1354.9,338.27,3203.82,414.06,630.17,69.67,1924.55,704.41,900.26,14.11,185.57,270.07,209.32,857.01,15640.58,4391.68,764.23,1309.74,3668.55,2256.72
2019/08/09,590.04,2060.5,10298.96,6360.97,637.46,1311.81,8669.86,4181.41,128.1,47081.13,452.07,1474.47,393.33,1496.98,1352.92,336.18,3214.74,414.96,634.95,68.96,1912.81,695.73,893.1,13.75,188.07,264.33,207.16,844.64,15243.99,4398.66,755.07,1278.68,3672.99,2225.03
2019/08/08,585.44,2058.35,10173.71,6402.91,629.3,1284.44,8664.66,4058.15,126.01,46040.65,448.61,1459.22,391.71,1468.85,1346.11,336.0,3179.22,416.81,634.71,67.77,1898.94,697.1,893.86,13.55,183.11,257.65,204.6,830.98,14423.07,4381.01,748.58,1225.86,3558.38,2181.96
2019/08/07,564.64,1989.47,9990.9,6135.28,600.91,1253.25,8395.45,3943.82,123.31,44245.52,433.7,1405.97,378.61,1406.86,1297.81,326.42,3161.41,396.4,607.85,65.49,1832.69,675.61,868.26,13.02,173.91,239.79,197.41,794.05,13930.29,4219.55,724.27,1204.96,3479.15,2108.05
2019/08/06,551.5,1919.9,9332.96,5988.62,580.62,1225.37,8196.55,3912.98,125.29,43225.6,422.32,1366.4,365.66,1379.03,1264.94,321.65,3145.55,385.57,599.56,63.97,1786.57,654.63,834.41,12.65,169.01,250.5,192.06,771.49,13842.21,4121.67,700.52,1185.68,3443.3,2108.92
2019/08/05,569.79,1985.13,9832.31,6281.28,601.69,1267.16,8364.63,4069.7,123.37,44759.44,436.12,1408.17,378.53,1433.31,1284.35,325.26,3234.98,393.03,608.22,65.3,1852.76,675.07,867.72,13.19,173.87,287.19,198.15,792.68,14125.73,4168.78,720.98,1216.08,3513.41,2200.03
2019/08/02,615.7,2070.3,10231.51,6998.99,663.66,1340.4,8915.7,4304.35,130.3,47857.2,468.6,1499.58,404.02,1539.94,1359.19,353.14,3333.15,431.04,650.13,69.93,1999.69,726.8,914.54,14.48,187.85,312.06,212.04,856.8,14771.33,4400.34,769.81,1281.14,3783.0,2477.81
2019/08/01,622.26,2063.04,10250.97,7157.5,665.77,1348.55,8978.3,4235.09,130.17,47872.61,467.3,1527.66,401.92,1547.87,1377.27,357.38,3288.5,436.71,648.26,70.72,2014.01,717.17,913.01,14.48,187.85,316.62,213.78,859.03,14661.9,4469.34,773.75,1270.59,3794.84,2643.35
2019/07/31,630.18,2067.87,10531.7,7171.51,680.91,1358.56,9088.54,4338.89,132.6,48222.55,477.4,1575.36,410.87,1560.22,1392.04,362.5,3317.3,445.72,660.78,72.17,2037.09,733.84,934.71,14.63,191.37,322.46,213.93,867.88,14904.79,4502.44,790.96,1233.06,3873.97,2631.71
2019/07/30,625.64,2048.93,10767.17,7096.54,672.83,1376.52,9046.92,4250.52,131.48,47872.97,474.9,1576.59,406.23,1544.82,1377.6,368.02,3276.52,441.44,656.77,71.68,2023.85,729.53,928.5,14.35,185.17,319.94,212.83,857.42,14565.25,4451.31,785.4,1238.54,3826.96,2595.12
2019/07/29,618.78,2004.1,10988.72,7047.32,658.43,1331.9,8830.19,4378.2,127.59,46633.4,467.49,1556.07,400.88,1528.46,1365.49,367.38,3203.18,433.58,655.27,71.13,1997.63,718.17,917.74,13.9,183.43,315.11,209.68,851.08,14532.68,4426.13,770.13,1230.15,3683.01,2580.45
2019/07/26,644.59,2113.75,11169.12,7299.84,697.4,1374.23,9146.25,4561.5,132.11,49655.28,493.24,1622.44,420.13,1591.63,1396.99,380.24,3297.4,450.49,685.91,74.71,2084.33,754.77,960.64,14.67,191.58,330.09,218.98,886.37,14802.91,4506.96,800.67,1261.58,3869.47,2663.35
2019/07/25,652.4,2112.51,11851.47,7407.9,702.6,1390.75,9316.8,4677.95,134.45,50768.93,501.97,1644.45,421.91,1608.39,1430.31,381.18,3332.37,451.23,693.47,77.11,2115.28,759.65,969.91,14.82,188.53,335.98,221.53,895.93,14715.81,4646.93,800.27,1275.7,3993.52,2732.66
2019/07/24,659.83,2155.96,11766.85,7505.45,710.18,1389.1,9328.55,4725.03,135.8,51470.69,509.98,1683.86,424.88,1631.8,1451.65,387.34,3375.72,459.31,697.79,77.91,2141.83,769.4,974.51,15.07,188.52,339.98,225.45,908.12,14835.98,4723.84,807.67,1327.77,4056.28,2753.47
2019/07/23,668.65,2204.66,11418.29,7621.71,721.8,1405.94,9530.67,4792.76,137.93,52857.5,514.54,1696.38,432.11,1655.47,1444.43,390.36,3454.46,463.92,705.46,78.71,2173.65,779.79,990.97,15.05,193.79,342.66,229.95,918.13,15076.85,4686.21,812.12,1390.53,4140.53,2782.66
2019/07/22,674.78,2220.29,10170.47,7715.12,743.89,1410.86,9686.15,4852.38,139.75,53118.82,518.94,1702.0,437.55,1669.22,1459.43,394.01,3491.64,467.58,705.57,78.63,2192.19,786.66,999.58,15.17,199.94,349.43,231.48,924.22,15235.67,4743.66,815.28,1384.38,4120.68,2809.5
2019/07/19,674.06,2227.15,9982.87,7748.65,740.48,1399.35,9727.37,4828.5,139.41,52876.43,518.85,1706.47,436.74,1669.89,1460.22,393.26,3508.51,471.96,702.22,78.6,2192.59,792.51,990.23,15.29,199.58,344.16,232.78,926.33,15011.03,4754.93,810.5,1395.05,4116.37,2785.32
2019/07/18,665.15,2237.42,9340.18,7593.32,739.38,1384.22,9652.6,4777.09,137.74,52759.56,513.8,1692.76,434.0,1650.94,1442.06,384.61,3490.38,465.46,683.38,78.17,2169.02,784.35,986.38,15.33,198.31,341.58,228.69,920.15,14831.74,4691.46,803.03,1396.89,4131.99,2700.18
2019/07/17,666.28,2249.02,9452.61,7739.2,743.39,1392.45,9604.18,4676.93,138.92,52702.1,508.26,1695.91,429.18,1657.31,1456.82,388.94,3460.14,469.42,683.53,78.27,2178.51,781.14,970.21,15.33,195.75,337.86,229.22,928.11,14894.04,4749.19,805.41,1380.81,4123.87,2710.35
2019/07/16,674.42,2273.61,9418.09,7796.96,743.61,1406.95,9738.71,4722.98,141.3,53840.14,519.65,1732.34,435.53,1687.21,1462.4,392.83,3493.07,479.41,690.46,79.32,2203.13,796.7,983.6,15.52,197.27,345.85,233.42,945.62,14959.74,4771.69,805.91,1407.88,4157.16,2722.56
2019/07/15,674.79,2287.77,9421.32,7720.23,750.55,1415.11,9692.64,4775.62,140.8,54295.61,516.68,1743.39,435.53,1699.16,1465.96,391.34,3534.03,486.06,703.49,79.49,2202.9,789.32,982.7,15.42,201.66,353.88,235.88,948.36,14820.72,4780.55,809.54,1428.93,4220.7,2691.18
2019/07/12,681.17,2252.4,9494.31,7868.83,759.41,1436.55,9893.81,4840.53,143.6,53616.64,519.11,1759.37,436.84,1727.08,1469.19,401.85,3611.19,484.82,714.38,80.27,2225.05,796.17,978.36,15.49,203.89,348.65,240.87,966.73,15129.58,4774.55,821.24,1428.57,4315.42,2709.67
2019/07/11,677.09,2225.92,9400.09,7861.41,741.94,1433.18,9888.26,4830.65,142.83,53362.12,513.27,1759.08,429.21,1724.05,1451.47,402.72,3634.16,488.85,711.68,79.89,2212.0,783.74,964.35,15.36,197.6,346.09,240.75,965.81,15060.64,4736.2,799.77,1436.91,4281.5,2717.08
2019/07/10,666.9,2190.71,9482.09,7767.02,723.84,1413.88,9747.78,4756.44,137.21,51927.87,504.07,1729.83,421.08,1703.0,1415.15,397.93,3542.55,481.46,708.83,78.74,2177.26,766.69,939.73,15.18,198.1,334.48,238.43,954.75,15078.1,4615.2,781.27,1389.61,4218.79,2691.59
2019/07/09,657.8,2176.95,9513.31,7641.93,709.31,1406.82,9628.24,4725.33,136.34,50557.93,498.7,1709.38,413.3,1678.17,1413.32,396.18,3547.84,473.2,695.33,78.25,2150.83,756.8,922.64,15.03,191.85,330.87,234.89,939.13,14952.39,4624.62,771.0,1370.58,4151.45,2641.01
2019/07/08,668.72,2211.11,9471.99,7814.74,715.63,1420.03,9781.43,4840.69,140.12,51494.89,504.26,1728.04,416.12,1692.09,1433.56,412.03,3588.6,482.24,697.26,78.76,2186.66,763.93,929.65,15.32,191.36,335.41,236.26,947.47,15093.28,4717.13,766.27,1423.56,4211.73,2727.04
2019/07/05,694.17,2276.59,9778.33,8151.5,756.11,1468.97,10150.34,4974.7,146.2,54472.15,528.34,1787.78,435.81,1737.76,1459.63,421.35,3707.93,500.36,724.38,81.46,2275.27,797.71,981.5,15.79,197.96,344.68,245.66,963.58,15416.37,4764.5,803.27,1464.9,4423.1,2839.33
2019/07/04,691.27,2265.2,9424.64,7999.73,756.75,1464.84,10044.08,4939.04,145.63,54520.29,529.05,1787.06,440.93,1730.48,1466.81,417.39,3702.47,493.34,725.7,81.39,2256.53,812.85,993.58,15.69,197.8,346.19,245.4,952.2,15599.76,4795.23,802.84,1462.33,4400.22,2794.17
